"","year","position","title","artist","pos_sentiment","neg_sentiment","neut_sentiment","compound_sentiment","f_k_grade","flesch_index","fog_index","num_syllables","difficult_words","num_dupes","num_words","num_lines","genre_tags","id","duration_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","hit"
"1810",1972,62,"The Way Of Love","Cher",0.272,0.061,0.666,0.9922,-2.2,118.18,3.6,163.8,3,23,163,34,"electronic/dance, disco, folk, pop, hip-hop/rnb, rock","1q1oeOO8LQJH0qWI549cqN",152493,0.319,0.321,9,-11.911,1,0.0289,0.304,0,0.144,0.252,106.762,3,1
"1811",1972,63,"Black And White","Three Dog Night",0.096,0,0.904,0.9753,-0.3,107.69,4.4,278.1,8,30,261,38,"","4XcUADpOth9Wroq5EVMFJq",206080,0.688,0.577,11,-12.093,1,0.0292,0.493,1.04e-05,0.528,0.961,109.077,4,1
"1812",1972,69,"Hot Rod Lincoln","Commander Cody and His Lost Planet Airmen",0.082,0.028,0.89,0.9673,1.3,98.21,4.8,528.3,67,12,446,56,"country","2sZjmnS1BSoc1svOu5P8LM",164933,0.696,0.791,4,-13.056,1,0.22,0.296,0,0.318,0.965,130.246,4,1
"1813",1972,72,"Anticipation","Carly Simon",0.089,0.017,0.893,0.7351,2.5,89.75,4.8,164.7,13,5,126,16,"pop","0rLRrCTqWVMgv1DpMBSezw",201707,0.61,0.297,2,-14.956,1,0.0304,0.838,9.16e-06,0.107,0.543,99.963,4,1
"1814",1972,73,"Never Been To Spain","Three Dog Night",0.203,0.075,0.722,0.9708,1.7,91.78,4,249.3,19,20,190,36,"","61OQuSzsom6geFCA18JwO6",226067,0.517,0.502,4,-15.014,1,0.0275,0.58,0.00157,0.352,0.727,88.762,4,1
"1815",1972,76,"Saturday In The Park","Chicago",0.145,0,0.855,0.9766,0.9,99.23,4.4,249.3,26,16,208,34,"jazz, pop, rock","4OJFkrRQqol4FsPesF8eu4",235667,0.67,0.763,7,-6.864,1,0.0341,0.155,0,0.0799,0.61,114.398,4,1
"1816",1972,79,"Family Affair","Sly and The Family Stone",0.113,0.028,0.858,0.9433,2.9,83.32,4,288.9,14,25,204,39,"soul","4f3u4Oy0JqJRIhMmTqRcxj",185533,0.819,0.605,2,-13.83,0,0.132,0.669,0.0163,0.199,0.797,108.892,4,1
"1817",1972,81,"The Witch Queen Of New Orleans","Redbone",0.016,0.099,0.885,-0.946,0.5,100.24,4,258.3,21,33,213,41,"","5M3lcfDNGB4S0iDoP9ItcV",165093,0.613,0.817,0,-4.957,1,0.0858,0.0338,1.96e-06,0.083,0.62,119.926,4,1
"1818",1972,87,"Sealed With A Kiss","Bobby Vinton",0.258,0.071,0.671,0.9861,0.1,101.26,3.6,185.4,14,14,151,31,"","26mlDJoh5bQiC7efK7xq9z",169067,0.414,0.317,5,-12.9,0,0.026,0.678,2.56e-05,0.213,0.673,86.111,4,1
"1819",1972,89,"Motorcycle Mama","Sailcat",0.066,0,0.934,0.9169,1.7,97.2,5.2,241.2,15,13,206,25,"folk, rock","1TkgnYlGsO7nva2PF97tVM",126573,0.687,0.154,4,-24.336,1,0.0649,0.936,0.44,0.089,0.733,121.293,4,1
"1820",1972,91,"Roundabout","Yes",0.11,0.018,0.872,0.9899,1.7,97.2,5.2,453.6,21,28,382,45,"electronic/dance, folk, rock","0YveezON7jpiaHA8fnUHxN",510573,0.41,0.761,4,-9.453,0,0.0687,0.0685,0.00772,0.0758,0.392,132.923,4,1
"1821",1972,96,"Speak To The Sky","Rick Springfield",0.057,0.081,0.862,-0.5994,0.5,105.66,5.2,262.8,4,18,241,27,"rock","3U7WGQgdrFM9SWbVkPQSPn",162987,0.583,0.659,9,-9.427,1,0.0308,0.584,8.95e-06,0.125,0.788,96.106,4,1
"1822",1973,2,"Bad Bad Leroy Brown","Jim Croce",0.08,0.169,0.752,-0.9881,0.9,99.23,4.4,387.9,34,26,327,53,"folk","1O0xeZrBDbq7HPREdmYUYK",182240,0.697,0.676,7,-10.742,1,0.0402,0.706,0,0.0824,0.852,148.072,4,1
"1823",1973,5,"My Love","Paul McCartney",0.467,0,0.533,0.999,2.1,90.77,4.4,216,10,16,171,27,"classical/soundtrack, folk, pop, rock","6W5B2atlbrHdC8vy8c3df8",248000,0.419,0.432,5,-11.235,1,0.0318,0.427,7.42e-06,0.0691,0.151,120.266,4,1
"1824",1973,6,"Why Me","Kris Kristofferson",0.23,0.047,0.723,0.9873,0.5,105.66,5.2,203.4,8,10,180,21,"folk","3YaR3Drv2GP6BHKz6d8Q2f",281215,0.327,0.706,7,-5.924,1,0.0402,0.682,0.000236,0.733,0.563,82.834,3,1
"1825",1973,8,"Will It Go Round In Circles","Billy Preston",0.217,0.019,0.764,0.9959,0.5,105.66,5.2,370.8,9,41,342,40,"","0iifjjuozo6r5fh2GWI6Pq",267000,0.688,0.954,1,-3.767,1,0.0323,0.484,0.000688,0.259,0.89,98.111,4,1
"1826",1973,15,"Me And Mrs. Jones","Billy Paul",0.086,0.083,0.832,-0.0165,0.1,106.67,4.8,307.8,17,18,282,39,"pop","6Ro2z4RtAUew9Kz2HZWZUi",284907,0.294,0.528,8,-10.01,1,0.0471,0.234,0,0.147,0.452,200.813,3,1
"1827",1973,17,"Drift Away","Dobie Gray",0.149,0.093,0.758,0.9682,0.5,105.66,5.2,333.9,16,18,307,37,"","6hJhVBOnkchxBsDHbLOBJP",237467,0.521,0.443,11,-8.188,1,0.0395,0.308,0,0.475,0.596,76.228,4,1
"1828",1973,24,"Right Place, Wrong Time","Dr. John",0.062,0.277,0.66,-0.9977,2.1,101.59,6.8,325.8,12,5,290,24,"folk","0I2ELF6uHlL4ABu9aFiou7",175240,0.789,0.494,1,-13.702,1,0.0456,0.0923,0.000408,0.144,0.826,104.593,4,1
"1829",1973,27,"Loves Me Like A Rock","Paul Simon",0.463,0.007,0.53,0.9998,1.3,98.21,4.8,532.8,18,32,449,64,"classical/soundtrack, folk, pop, rock","5F4ksIKmuXEtgBf6SfEQRr",213453,0.649,0.584,7,-10.518,1,0.0674,0.256,0,0.199,0.75,144.972,4,1
"1830",1973,30,"Stuck In The Middle With You","Stealers Wheel",0.111,0.109,0.78,-0.1234,0.5,105.66,5.2,338.4,13,19,302,35,"","3Vby4nGmtbDo7HDJamOWkT",208947,0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,4,1
"1831",1973,31,"Shambala","Three Dog Night",0.377,0.044,0.579,0.9974,-0.7,108.7,4,255.6,10,34,223,43,"","0P6fEgTn3cxLLyYTJYoYGj",204107,0.551,0.62,9,-11.464,1,0.0348,0.64,0.00147,0.559,0.834,127.495,4,1
"1832",1973,42,"Give Me Love","George Harrison",0.349,0.015,0.637,0.998,0.1,101.26,3.6,234.9,0,37,203,49,"electronic/dance, folk, pop, rock","71fXxvXqo1zxWDtBmjoEVk",215701,0.385,0.57,5,-11.674,1,0.0464,0.492,0.013,0.13,0.637,80.971,4,1
"1833",1973,43,"If You Want Me To Stay","Sly and The Family Stone",0.127,0.027,0.846,0.9685,0.5,100.24,4,242.1,16,6,209,35,"soul","2BydLQAh7CUIFvSEqAMc4x",180493,0.843,0.48,11,-11.574,0,0.0492,0.28,0.000782,0.108,0.762,101.993,4,1
"1834",1973,45,"Neither One Of Us","Gladys Knight",0.087,0.07,0.843,0.7184,0.9,99.23,4.4,280.8,23,12,227,34,"soul","3QgSJ9CqgLPk9B4xLdwLrS",264267,0.511,0.346,5,-14.28,1,0.0388,0.685,0.000124,0.294,0.599,140.29,4,1
"1835",1973,49,"Midnight Train To Georgia","Gladys Knight and The Pips",0.116,0.032,0.853,0.9942,0.1,106.67,4.8,595.8,21,30,531,73,"","7MF7QAodbGzNYav5ZfIhAY",279333,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006,4,1
"1836",1973,50,"Smoke On The Water","Deep Purple",0.048,0.157,0.796,-0.9567,0.5,100.24,4,241.2,26,14,194,33,"rock","5SAUIWdZ04OxYfJFDchC7S",342173,0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,4,1
"1837",1973,58,"I Believe In You","Johnnie Taylor",0.166,0.067,0.767,0.9942,2.1,90.77,4.4,512.1,35,29,408,67,"","7mNLQa2OeCbFtA9oEn9Zg5",307240,0.635,0.46,5,-9.65,0,0.0372,0.711,0.00756,0.0856,0.568,96.152,4,1
"1838",1973,63,"Here I Am","Al Green",0.154,0.064,0.781,0.9867,0.9,99.23,4.4,361.8,21,21,299,48,"soul","20wu6USlvWRghMOvUdfLgE",256693,0.815,0.388,11,-12.238,0,0.0364,0.318,8.39e-05,0.0673,0.846,94.558,4,1
"1839",1973,65,"Superfly","Curtis Mayfield",0.096,0.114,0.79,-0.8327,0.5,100.24,4,354.6,25,36,298,52,"hip-hop/rnb, soul","4XsH9zBWPOCdXoH9ZDdS8r",233600,0.784,0.708,2,-9.141,1,0.11,0.457,7.5e-05,0.0913,0.748,120.11,4,1
"1840",1973,73,"Do It Again","Steely Dan",0.094,0.066,0.84,0.8235,-0.3,107.69,4.4,242.1,21,10,220,33,"","2LXISHBkx8FyoxCBkckh19",357042,0.655,0.431,2,-15.18,0,0.032,0.343,9.5e-06,0.0711,0.941,124.588,4,1
"1841",1973,76,"So Very Hard To Go","Tower Of Power",0.11,0.271,0.618,-0.9928,0.9,99.23,4.4,305.1,15,24,260,43,"","55iDwZfpaU7ytsadT7BDVE",217240,0.645,0.639,10,-6.452,1,0.0342,0.568,4.34e-05,0.326,0.72,95.254,4,1
"1842",1973,81,"Peaceful","Helen Reddy",0.199,0.064,0.737,0.9812,3.7,86.71,6,206.1,15,6,164,16,"pop","1YNCi9tPJffDJHNc6at129",173987,0.481,0.4,7,-11.236,1,0.0307,0.311,3.56e-06,0.112,0.442,139.614,4,1
"1843",1973,84,"Funky Worm","Ohio Players",0.162,0.055,0.782,0.98,0.5,100.24,4,312.3,33,8,266,49,"","4UDgg6XL6hRkR7naHh6kze",161024,0.633,0.644,2,-9.923,0,0.0914,0.0803,0.000246,0.0356,0.949,86.115,4,1
"1844",1973,91,"Stir It Up","Johnny Nash",0.237,0.01,0.753,0.9944,0.9,104.64,5.6,225,11,3,198,21,"","4UvXfxg1ommzERwd6JVIHv",182467,0.654,0.38,2,-13.238,1,0.0924,0.121,0.0103,0.146,0.851,84.583,4,1
"1845",1973,96,"Free Ride","Edgar Winter Group",0.434,0.017,0.549,0.9982,0.9,99.23,4.4,234.9,10,22,195,30,"rock","4DhbiXEuV7JxSR0wuqetTa",187173,0.674,0.686,2,-11.927,1,0.0597,0.29,0.00322,0.189,0.814,124.204,4,1
"1846",1973,97,"Space Oddity","David Bowie",0.062,0.039,0.9,0.6166,0.9,99.23,4.4,251.1,19,10,215,31,"pop, rock, soul","72Z17vmmeQKAg8bptWvpVG",318027,0.31,0.403,0,-13.664,1,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,4,1
"1847",1973,98,"It Never Rains In Southern California","Albert Hammond",0.095,0,0.905,0.934,1.3,98.21,4.8,252,13,14,207,26,"pop","6tunhVGD8C05MZNjSVIsjw",233507,0.626,0.565,9,-10.027,1,0.0271,0.124,0,0.0811,0.924,116.61,4,1
"1848",1973,100,"Papa Was A Rolling Stone","Temptations",0.049,0.167,0.785,-0.9957,1.7,97.2,5.2,489.6,31,17,410,49,"hip-hop/rnb, soul","5Lno0hPhvo7BzXVLQzDIS3",432893,0.847,0.599,5,-11.607,0,0.0422,0.0559,0.00483,0.192,0.873,119.997,4,1
"1849",1974,2,"Seasons In The Sun","Terry Jacks",0.2,0.042,0.759,0.997,-0.3,107.69,4.4,441.9,21,37,386,60,"","7pGMRy91RcQT9oHdPgYz3A",208853,0.648,0.646,6,-8.201,1,0.0502,0.627,4.9e-06,0.247,0.812,99.975,4,1
"1850",1974,4,"Come And Get Your Love","Redbone",0.314,0,0.686,0.9992,0.5,105.66,5.2,407.7,9,34,358,41,"","7GVUmCP00eSsqc4tzj1sDD",205933,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,4,1
"1851",1974,6,"The Loco-Motion","Grand Funk Railroad",0.119,0,0.881,0.982,3.7,81.29,4.8,364.5,17,26,270,38,"rock","0PxYWaGiwWtcuL1VIMiEW4",165800,0.456,0.933,0,-5.212,1,0.153,0.375,0,0.563,0.367,125.051,4,1
"1852",1974,8,"The Streak","Ray Stevens",0.092,0.019,0.889,0.9916,1.3,98.21,4.8,715.5,71,26,593,83,"country, pop","3HiIBzaoBkOTLmRYkdsusv",197733,0.698,0.526,0,-14.338,1,0.298,0.637,0,0.919,0.763,119.827,4,1
"1853",1974,9,"Bennie And The Jets","Elton John",0.091,0.073,0.837,0.8877,1.7,91.78,4,364.5,17,20,279,47,"pop, rock","5Wj1rJnCLpMHdLaxsFtJLs",322549,0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,4,1
"1854",1974,11,"Until You Come Back To Me","Aretha Franklin",0.103,0.025,0.872,0.9779,0.1,106.67,4.8,358.2,20,12,315,42,"jazz, pop, hip-hop/rnb, rock, soul","3iX0BMs9dX9CsgrHhiB173",208467,0.664,0.634,2,-6.348,1,0.0349,0.683,3.34e-05,0.221,0.666,93.914,4,1
"1855",1974,12,"Jungle Boogie","Kool and The Gang",0.008,0.01,0.982,-0.1027,-0.7,108.7,4,311.4,5,53,288,57,"disco","3K0SJUQNbOkUprTFcwwAKN",186533,0.808,0.85,5,-8.772,1,0.0868,0.115,0.000109,0.316,0.717,106.855,4,1
"1856",1974,13,"Midnight At The Oasis","Maria Muldaur",0.102,0.053,0.844,0.9022,0.5,100.24,4,225,23,12,194,36,"folk","5VBcEJ4mtXTmVEJtc7hx2g",229507,0.705,0.499,1,-7.969,1,0.0265,0.409,6.59e-05,0.103,0.391,98.686,4,1
"1857",1974,15,"Show And Tell","Al Wilson",0.174,0.019,0.807,0.9937,0.5,105.66,5.2,333,11,15,295,33,"","1WXEEP03cUcXYp96MxAO2M",211787,0.41,0.427,2,-11.083,1,0.0281,0.655,1.33e-06,0.163,0.888,174.584,4,1
"1858",1974,17,"Rock On","David Essex",0.044,0.018,0.939,0.7882,-1.1,115.13,4.8,181.8,6,23,186,24,"","0uPIwcT6OdJ5BAJdYkxVp9",204187,0.676,0.292,11,-14.448,1,0.34,0.723,0.00189,0.433,0.649,74.798,4,1
"1859",1974,18,"Sunshine On My Shoulders","John Denver",0.392,0.042,0.566,0.9974,2.9,88.74,5.2,216.9,8,10,169,21,"country, folk, pop, rock","3m8lTUL5GxGUNSaycI77ND",311893,0.322,0.168,10,-13.893,1,0.0336,0.915,0.000223,0.117,0.259,146.68,4,1
"1860",1974,20,"Hooked On A Feeling","Blue Swede",0.236,0.023,0.741,0.9942,4.1,74.86,4,353.7,15,28,234,40,"","6Ac4NVYYl2U73QiTt11ZKd",172867,0.547,0.82,8,-6.728,1,0.0805,0.261,0,0.3,0.933,118.208,4,1
"1861",1974,22,"Band On The Run","Paul McCartney",0.096,0.039,0.865,0.9274,1.3,98.21,4.8,312.3,18,15,266,37,"classical/soundtrack, folk, pop, rock","6ySVa9OQidAvnEk9O0w2qR",309333,0.468,0.444,0,-13.822,1,0.0335,0.0552,0.000331,0.285,0.668,125.564,4,1
"1862",1974,27,"Let Me Be There","Olivia Newton-John",0.077,0.035,0.888,0.7579,0.9,99.23,4.4,202.5,12,9,171,27,"","0E4HRDc8ReRr7Fy59eW2bX",181733,0.589,0.487,2,-12.587,1,0.0328,0.251,2.9e-06,0.117,0.878,128.421,4,1
"1863",1974,29,"Rock Me Gently","Andy Kim",0.223,0.131,0.647,0.9873,2.1,90.77,4.4,346.5,19,36,272,45,"","2qh2VGAOYFXLsMbdATRf6w",208333,0.719,0.703,0,-8.306,1,0.0545,0.231,9e-05,0.129,0.776,123.173,4,1
"1864",1974,32,"If You Love Me","Olivia Newton-John",0.262,0,0.738,0.997,1.3,98.21,4.8,255.6,13,13,221,30,"","2sU0wR5zAs6tsen499fTcl",196267,0.595,0.495,5,-12.924,1,0.0346,0.587,0,0.125,0.819,128.817,4,1
"1865",1974,34,"Best Thing That Ever Happened To Me","Gladys Knight and The Pips",0.203,0.051,0.746,0.9869,3.3,87.72,5.6,230.4,10,5,179,19,"","0bYwN4LqZYLfs9ZEHPXjBC",224987,0.352,0.545,1,-11.939,0,0.0871,0.309,0.0563,0.106,0.459,189.498,4,1
"1866",1974,39,"Top Of The World","Carpenters",0.193,0.006,0.801,0.9933,2.1,96.18,5.6,316.8,15,13,263,28,"pop","1Ehdm1PDlKrdfyBsjwEvd1",179173,0.379,0.343,10,-12.993,1,0.0385,0.806,0,0.0991,0.694,184.301,4,1
"1867",1974,40,"The Joker","Steve Miller Band",0.294,0.063,0.643,0.9952,2.5,89.75,4.8,305.1,26,14,235,32,"pop, rock","1bp2IO61zbQrbWNmKKxg3f",264504,0.596,0.448,5,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,4,1
"1868",1974,43,"Rock The Boat","Hues Corporation",0.193,0.036,0.771,0.9956,0.5,105.66,5.2,369,14,30,336,40,"disco, soul","7fu3Tv5rcoGD1PZV7s57WW",202573,0.596,0.58,3,-9.72,1,0.0446,0.256,0,0.1,0.884,107.182,4,1
"1869",1974,45,"Living For The City","Stevie Wonder",0.118,0.099,0.783,0.5279,2.9,88.74,5.2,373.5,36,17,297,37,"pop, soul","1slQlL9Gh8rGwUPdaLlKBW",221467,0.712,0.593,11,-7.871,1,0.0736,0.0718,0,0.136,0.548,98.417,4,1
"1870",1974,47,"The Night Chicago Died","Paper Lace",0.077,0.215,0.707,-0.9953,0.9,99.23,4.4,423,25,31,350,54,"","4f4RRYN3R7glPElFjeoUnC",203333,0.767,0.45,0,-12.352,1,0.0824,0.347,0,0.113,0.809,106.847,4,1
"1871",1974,50,"The Air That I Breathe","Hollies",0.262,0.079,0.659,0.9939,-0.3,107.69,4.4,247.5,10,26,219,35,"pop","6yLIqXX9edg1x0HZS7cZEv",257107,0.279,0.473,4,-8.375,0,0.0309,0.242,0.00164,0.158,0.246,167.792,4,1
"1872",1974,55,"Never, Never Gonna Give You Up","Barry White",0.121,0.017,0.862,0.9893,-0.3,107.69,4.4,495,22,33,438,71,"disco, pop, soul","059fPu4PzOnxeyLFeP3D7P",478627,0.552,0.806,7,-9.802,0,0.0627,0.0156,1.19e-05,0.0515,0.929,87.653,4,1
"1873",1974,59,"Hollywood Swinging","Kool and The Gang",0.044,0.025,0.931,-0.5759,4.1,74.86,4,207.9,13,13,142,27,"disco","6igsoAR6Co9u7Rq3U7mlOD",279933,0.623,0.824,6,-8.971,0,0.0479,0.0195,0.13,0.0491,0.574,111.356,4,1
"1874",1974,62,"Eres Tu","Mocedades",0,0,1,0,2.1,90.77,4.4,179.1,25,10,141,22,"folk, pop","08HeIb9BidFjKROf9ptln0",214573,0.415,0.428,2,-9.313,1,0.0254,0.132,0,0.297,0.652,81.352,4,1
"1875",1974,69,"On And On","Gladys Knight and The Pips",0.125,0.005,0.87,0.9951,-0.3,102.27,3.2,521.1,38,70,444,114,"","0qKnbglSUegyNBWCpw3WWo",235693,0.475,0.283,0,-13.558,1,0.0274,0.783,0.04,0.153,0.376,81.685,3,1
"1876",1974,74,"Oh My My","Ringo Starr",0.053,0,0.947,0.4019,-0.7,108.7,4,79.2,9,1,71,12,"","7GqOrtlqGjt5kFlPK63ErE",259373,0.711,0.775,0,-15.179,1,0.047,0.0274,0.0379,0.218,0.963,120.539,4,1
"1877",1974,87,"Trying To Hold On To My Woman","Lamont Dozier",0.151,0.049,0.8,0.9842,0.5,100.24,4,347.4,22,3,301,52,"","1p6fvUjZpBIR0LLYc90ez1",358215,0.401,0.532,6,-9.082,1,0.0345,0.436,0.00105,0.275,0.487,125.99,3,1
"1878",1974,92,"Helen Wheels","Paul McCartney",0.08,0.146,0.773,-0.9766,3.3,87.72,5.6,294.3,26,15,232,24,"classical/soundtrack, folk, pop, rock","1hl9popG7MdtHyGUEwcspD",224840,0.401,0.824,9,-5.421,1,0.0356,0.00625,0.00278,0.344,0.659,146.125,4,1
"1879",1974,94,"Beach Baby","First Class",0.065,0.009,0.926,0.959,0.9,99.23,4.4,431.1,28,24,346,50,"","5J74pF4Nn86qyLQihpkXq4",293453,0.4,0.729,7,-9.633,1,0.0539,0.000968,0.0179,0.0612,0.443,134.584,4,1
"1880",1974,97,"I Honestly Love You","Olivia Newton-John",0.303,0.028,0.67,0.9963,0.9,99.23,4.4,238.5,7,14,191,31,"","5q8UoqDHPe9bU4R5bbvcJF",220333,0.355,0.112,10,-15.309,1,0.0362,0.959,0.000104,0.0674,0.153,134.893,4,1
"1881",1974,98,"Call On Me","Chicago",0.188,0.009,0.803,0.9915,-0.7,108.7,4,232.2,6,23,219,40,"jazz, pop, rock","5BCPL5mWm6UqI4atl18kVm",242653,0.596,0.796,11,-8.339,0,0.0644,0.156,0.000542,0.0881,0.886,130.316,4,1
"1882",1974,100,"Mighty Love, Pt. 1","Spinners",0.256,0.027,0.717,0.9991,2.1,90.77,4.4,628.2,41,10,466,70,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1883",1975,7,"Fame","David Bowie",0.501,0.076,0.423,0.9988,2.5,89.75,4.8,237.6,16,15,178,24,"pop, rock, soul","1PehfITh0TTRx3LkDdV4h3",261373,0.786,0.555,10,-10.276,1,0.0471,0.454,0.0173,0.0826,0.673,95.1,4,1
"1884",1975,14,"Kung Fu Fighting","Carl Douglas",0.062,0.23,0.708,-0.9938,4.1,80.28,5.2,342.9,23,31,244,30,"disco, soul","40NRm1ZLvZpUSCUXAGGZ8J",197693,0.598,0.673,2,-10.431,1,0.0693,0.0422,6.9e-05,0.289,0.59,102.034,4,1
"1885",1975,15,"Black Water","Doobie Brothers",0.233,0.02,0.747,0.9983,2.1,90.77,4.4,528.3,23,46,417,64,"","4p8QcNkaq2FQj8uGJ7HEDK",255267,0.532,0.441,2,-12.866,1,0.0434,0.228,0,0.0846,0.67,169.275,4,1
"1886",1975,19,"At Seventeen","Janis Ian",0.22,0.086,0.694,0.9923,3.3,82.31,4.4,384.3,51,7,270,45,"folk","7wJpqjqk8QbHpCakY1ZacY",283880,0.616,0.271,0,-17.212,1,0.0458,0.876,0.000126,0.113,0.336,125.021,4,1
"1887",1975,21,"The Hustle","Van McCoy",0,0,1,0,-1.4,110.73,3.2,53.1,2,20,48,16,"","6hYT9vkr0xMjhBlaLsYq9T",248223,0.599,0.927,0,-8.356,1,0.106,0.126,0.207,0.0441,0.791,110.32,4,1
"1888",1975,22,"Lady Marmalade","Labelle",0.004,0.022,0.974,-0.747,1.7,91.78,4,395.1,25,38,293,49,"","17VWTx7LD7liGlpnlGhUbn",237120,0.631,0.563,2,-12.135,0,0.0552,0.398,0,0.0733,0.947,117.963,4,1
"1889",1975,25,"Boogie On Reggae Woman","Stevie Wonder",0.2,0.058,0.742,0.9807,0.5,100.24,4,207,6,18,178,35,"pop, soul","5XdAIVuz6bsP1L1wPRZKBR",296333,0.888,0.741,10,-10.063,0,0.0535,0.22,0.058,0.0849,0.641,106.916,4,1
"1890",1975,28,"Angie Baby","Helen Reddy",0.127,0.091,0.781,0.9049,2.1,90.77,4.4,389.7,35,20,305,46,"pop","46OZwUIGXFDclUHJYjunOj",210693,0.544,0.412,7,-12.628,0,0.0482,0.543,2.32e-05,0.0839,0.527,79.957,4,1
"1891",1975,30,"Fire","Ohio Players",0.169,0.081,0.75,0.9793,1.3,98.21,4.8,333,17,13,281,40,"","06xkqQuJzl1ddeK48jG6qa",276333,0.639,0.75,5,-11.794,1,0.0557,0.324,0.0335,0.282,0.851,107.174,4,1
"1892",1975,37,"Could It Be Magic","Barry Manilow",0.108,0.005,0.887,0.9711,1.7,97.2,5.2,271.8,16,12,235,27,"rock","6FDrn47S3Q4s9rhLHm4um0",409053,0.315,0.506,0,-7.283,0,0.0347,0.85,0.0405,0.131,0.291,122.913,4,1
"1893",1975,41,"Listen To What The Man Said","Wings",0.297,0.044,0.66,0.9981,-0.3,107.69,4.4,266.4,7,28,253,38,"rock","0SkpjIqhANcC2QQu8DIuwG",240987,0.499,0.616,7,-8.325,1,0.0392,0.179,0.000151,0.552,0.622,113.254,4,1
"1894",1975,47,"When Will I Be Loved","Linda Ronstadt",0.064,0.1,0.836,-0.6868,0.5,100.24,4,121.5,6,13,103,20,"country, folk","5jPPjNMIi1rD6BvQqxhJh5",124867,0.513,0.573,9,-10.023,1,0.0337,0.186,0.000958,0.0878,0.621,132.607,4,1
"1895",1975,49,"Please Mr Please","Olivia Newton-John",0.196,0.046,0.758,0.9854,1.7,97.2,5.2,253.8,14,7,213,24,"","1lL1jDnZTH60djVb6vKIQj",202560,0.463,0.453,5,-13.204,1,0.0371,0.371,0,0.0993,0.561,145.796,4,1
"1896",1975,56,"Poetry Man","Phoebe Snow",0.102,0.031,0.867,0.9042,0.5,100.24,4,182.7,10,10,153,30,"","5uhULfoDgTvz7BeWlqrV4a",278800,0.511,0.242,7,-15.735,1,0.0318,0.41,0,0.111,0.596,131.82,4,1
"1897",1975,57,"How Long","Ace",0.095,0.07,0.835,0.7298,0.1,106.67,4.8,212.4,5,19,194,26,"","4AjKVyNUMdUveKK5OH1OJD",204227,0.717,0.406,0,-13.954,0,0.0305,0.587,0.103,0.0869,0.703,123.213,4,1
"1898",1975,61,"Bad Time","Grand Funk",0.378,0.143,0.479,0.9991,2.1,96.18,5.6,356.4,8,19,308,34,"rock","2DL5cXb2F3nvggbyTiNhzc",175360,0.554,0.927,9,-3.163,0,0.0428,0.253,0,0.119,0.853,125.155,4,1
"1899",1975,64,"Get Down Tonight","K.C. and The Sunshine Band",0.129,0,0.871,0.9825,1.3,98.21,4.8,256.5,9,16,212,27,"disco, pop","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1900",1975,68,"How Sweet It Is","James Taylor",0.369,0.04,0.591,0.999,0.5,105.66,5.2,330.3,18,23,297,35,"country, folk, hip-hop/rnb, rock","75Nlnd9AJ4CYrLXgWGsuTF",216387,0.764,0.628,0,-10.961,1,0.048,0.336,0,0.0977,0.823,109.008,4,1
"1901",1975,69,"Dance With Me","Orleans",0.147,0.029,0.824,0.9564,-0.3,107.69,4.4,176.4,7,20,160,25,"rock","3D0fUBloGwPcLGLyheGWXu",180480,0.565,0.392,2,-10.083,1,0.0268,0.551,0.000106,0.247,0.493,98.485,4,1
"1902",1975,70,"Cut The Cake","Average White Band",0.142,0.09,0.768,0.9679,1.7,91.78,4,393.3,11,40,298,59,"","3xbxpWicMrEJWwNhgvMjp6",247973,0.807,0.632,7,-11.925,1,0.0524,0.284,0.668,0.0364,0.964,108.622,4,1
"1903",1975,79,"Shoeshine Boy","Eddie Kendricks",0.103,0.044,0.853,0.8966,1.3,98.21,4.8,238.5,15,8,194,25,"","1vIsPpjkRBJyFBbYdQNopN",195493,0.641,0.661,2,-10.621,1,0.0491,0.326,2.46e-05,0.11,0.941,167.201,4,1
"1904",1975,83,"Lonely People","America",0.085,0.038,0.876,0.7269,0.9,99.23,4.4,140.4,4,9,120,20,"","5coTcHT7K8O3G97y9T4LOU",150227,0.557,0.473,7,-9.294,1,0.0262,0.261,3.95e-05,0.0658,0.56,79.368,4,1
"1905",1975,89,"Bungle In The Jungle","Jethro Tull",0.274,0.105,0.621,0.9961,1.3,98.21,4.8,332.1,33,18,281,36,"folk, rock","1IQAsCKoXsEJ7tdI0dxTqT",216213,0.621,0.561,11,-10.797,0,0.0308,0.275,0,0.323,0.961,106.142,4,1
