"","year","position","title","artist","pos_sentiment","neg_sentiment","neut_sentiment","compound_sentiment","f_k_grade","flesch_index","fog_index","num_syllables","difficult_words","num_dupes","num_words","num_lines","genre_tags","id","duration_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","hit"
"638",1986,25,"Human","Human League",0.039,0.219,0.742,-0.9812,2.1,90.77,4.4,223.2,17,19,175,28,"electronic/dance, pop","79FPdsekcDp7RWK1IzClbr",265293,0.622,0.445,8,-13.44,1,0.0261,0.0566,0.00189,0.0879,0.386,101.366,4,1
"639",1986,26,"I Can't Wait","Nu Shooz",0.048,0.138,0.813,-0.9529,-0.7,108.7,4,219.6,12,20,198,36,"","0KCCNoVVXBatkTRvKOEf2t",326507,0.851,0.574,5,-13.622,0,0.0703,0.078,0.0397,0.128,0.84,104.274,4,1
"640",1986,29,"Papa Don't Preach","Madonna",0.106,0.157,0.737,-0.9511,1.7,97.2,5.2,369,22,16,315,39,"electronic/dance, electronic/dance, pop","6A8OnjnpShshNpcqWtZRjr",345280,0.807,0.906,5,-8.973,0,0.0371,0.311,0.000791,0.0248,0.971,121.54,4,1
"641",1986,30,"You Give Love A Bad Name","Bon Jovi",0.317,0.196,0.487,0.9951,0.9,99.23,4.4,365.4,9,35,299,49,"rock","0rmGAIH9LNJewFw7nKzZnc",222707,0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,4,1
"642",1986,32,"When I Think Of You","Janet Jackson",0.162,0.015,0.822,0.9875,-0.7,108.7,4,251.1,11,21,221,39,"electronic/dance, pop","1eHtOYCQx68m3NanILtMFG",235360,0.763,0.603,9,-12.23,1,0.0404,0.0745,0.0214,0.0544,0.681,116.232,4,1
"643",1986,36,"Mad About You","Belinda Carlisle",0.103,0.264,0.633,-0.9896,1.7,91.78,4,260.1,14,27,204,38,"pop","3XGDOjfpQfZ3Bxu1um26HI",218227,0.596,0.655,9,-9.531,1,0.0351,0.00572,0.000151,0.0647,0.512,143.797,4,1
"644",1986,38,"Venus","Bananarama",0.291,0.105,0.604,0.992,0.1,101.26,3.6,245.7,13,33,200,41,"electronic/dance, electronic/dance, pop","4XX1pFUkQOZTYp6Hb6a6Ae",229165,0.722,0.961,9,-4.812,1,0.0514,0.0883,0.61,0.278,0.91,126.113,4,1
"645",1986,39,"Dancing On The Ceiling","Lionel Richie",0.156,0.022,0.822,0.9813,1.7,91.78,4,412.2,24,36,324,63,"pop, soul","0snPJPxkk0MbTc0xeUvAPt",270720,0.698,0.774,0,-8.642,1,0.048,0.12,2.26e-06,0.394,0.731,133.197,4,1
"646",1986,41,"True Colors","Cyndi Lauper",0.319,0.046,0.635,0.9977,0.9,99.23,4.4,298.8,13,21,251,39,"blues, pop","2A6yzRGMgSQCUapR2ptm6A",227600,0.397,0.207,0,-13.155,1,0.0331,0.701,3.07e-05,0.116,0.268,171.282,4,1
"647",1986,43,"What Have You Done For Me Lately","Janet Jackson",0.182,0.053,0.765,0.9877,0.1,106.67,4.8,294.3,16,12,256,34,"electronic/dance, pop","5kMb4J8QSUaXuVu75bc7uO",300048,0.838,0.376,1,-13.313,1,0.0677,0.0151,0.0127,0.0545,0.83,114.055,4,1
"648",1986,44,"No One Is To Blame","Howard Jones",0.081,0.242,0.677,-0.9939,0.5,105.66,5.2,263.7,15,14,231,26,"","2K5LRXf7eGH9HzdeNPZc2a",258400,0.743,0.354,9,-13.619,1,0.0285,0.683,4.55e-05,0.0621,0.8,95.123,4,1
"649",1986,48,"Manic Monday","Bangles",0.116,0.012,0.871,0.9818,0.9,99.23,4.4,326.7,12,19,274,42,"pop, rock","5KYoPa5akZxiCn38xelbqI",184173,0.685,0.571,2,-11.623,1,0.0299,0.335,2.38e-06,0.214,0.869,121.737,4,1
"650",1986,50,"Amanda","Boston",0.167,0,0.833,0.9909,1.7,97.2,5.2,333,23,10,268,32,"rock","4gpext9x0CbdD9NWaa4nDj",256200,0.449,0.424,7,-14.06,1,0.0323,0.32,1.69e-06,0.107,0.259,125.494,4,1
"651",1986,58,"Nasty","Janet Jackson",0.021,0.438,0.541,-0.9994,0.9,99.23,4.4,338.4,21,23,280,46,"electronic/dance, pop","2xOaBwF8ayqgU50yBA3Z8o",243933,0.843,0.873,1,-12.549,0,0.0628,0.454,0.041,0.267,0.609,103.652,4,1
"652",1986,59,"Take Me Home Tonight","Eddie Money",0.094,0.088,0.818,0.7035,0.9,99.23,4.4,397.8,26,35,324,53,"rock","7b4yGtR0rujvLi5EBfKKJ2",211160,0.608,0.768,1,-9.911,1,0.0364,0.101,1.41e-06,0.0942,0.748,132.699,4,1
"653",1986,64,"Perfect Way","Scritti Politti",0.261,0.057,0.683,0.9982,3.3,87.72,5.6,502.2,35,21,396,41,"alternative/indie","3eQqek1uzLNjKTMPK4qRkL",274640,0.757,0.499,5,-13.984,1,0.0378,0.106,0.296,0.302,0.714,105.166,4,1
"654",1986,67,"Who's Johnny","El Debarge",0.169,0.03,0.801,0.9953,2.1,96.18,5.6,459,33,42,375,40,"jazz, pop, soul","02RbmzVSbkxJVIqMNx47uY",248467,0.675,0.704,0,-11.552,0,0.048,0.284,0.00273,0.104,0.802,110.675,4,1
"655",1986,68,"Word Up","Cameo",0.134,0.106,0.761,0.9163,0.5,105.66,5.2,348.3,16,13,304,38,"","7LoGfKBAaOl0nxhodJ1240",260000,0.878,0.84,6,-13.105,0,0.064,0.0421,0.0035,0.053,0.882,116.222,4,1
"656",1986,69,"Why Can't This Be Love","Van Halen",0.074,0.067,0.859,-0.5417,-0.7,108.7,4,228.6,19,16,207,37,"rock","0TaT50ZZxT4ytZxuqkE3A9",227693,0.531,0.626,0,-13.371,1,0.0452,0.0606,0,0.0767,0.746,88.236,4,1
"657",1986,71,"Typical Male","Tina Turner",0.168,0.043,0.789,0.9846,2.1,90.77,4.4,370.8,23,23,293,44,"pop, hip-hop/rnb, rock, soul","2fjJt3OQ8MPaZ3LMzAWiTA",256827,0.762,0.745,1,-7.772,0,0.0407,0.0172,0.0137,0.0612,0.794,106.013,4,1
"658",1986,76,"True Blue","Madonna",0.223,0.231,0.546,-0.8966,1.3,98.21,4.8,441.9,20,38,356,48,"electronic/dance, electronic/dance, pop","7azOuDeJGbxt5mvq3GQHXp",258227,0.799,0.773,11,-10.035,1,0.0393,0.261,2.58e-06,0.044,0.896,118.045,4,1
"659",1986,87,"Nikita","Elton John",0.041,0.08,0.879,-0.8056,1.3,98.21,4.8,324,13,15,262,33,"pop, rock","1Rw0SYqwl4CqI0wFYN8QXS",239667,0.612,0.625,7,-10.02,1,0.0307,0.541,0.000853,0.0811,0.708,87.078,4,1
"660",1986,90,"Sweet Love","Anita Baker",0.257,0.126,0.617,0.9963,0.9,99.23,4.4,347.4,17,18,290,44,"jazz, hip-hop/rnb, soul","6Ycf7Ch2VlEKlORbz7yfpJ",266201,0.504,0.728,10,-5.699,0,0.0234,0.36,0,0.159,0.683,89.255,4,1
"661",1986,91,"Your Wildest Dreams","Moody Blues",0.164,0.029,0.806,0.9779,1.3,92.8,3.6,283.5,10,27,226,46,"","1T4iwEA2ySieXjWxjiMVWs",291000,0.534,0.582,7,-15.997,1,0.0374,0.289,0.0338,0.283,0.653,141.362,4,1
"662",1986,94,"Dreamtime","Daryl Hall",0.108,0.063,0.829,0.7214,1.7,97.2,5.2,444.6,23,17,358,42,"","7kZZ2Hmkg1zfwrQLsmypNE",285093,0.617,0.773,7,-10.03,1,0.0323,0.0333,1.46e-06,0.0994,0.794,121.675,4,1
"663",1986,97,"Love Will Conquer All","Lionel Richie",0.111,0.092,0.798,0.7615,0.1,101.26,3.6,291.6,12,25,253,55,"pop, soul","6nbi2AJ9hAi2SE8jH6mRKV",340987,0.79,0.443,2,-10.078,0,0.026,0.169,1.68e-06,0.272,0.646,98.043,4,1
"664",1986,98,"A Different Corner","George Michael",0.141,0.198,0.662,-0.8092,1.7,97.2,5.2,206.1,8,6,170,21,"pop, rock","7njBQO43OYrfIqwXO6Gcyv",237867,0.422,0.252,8,-13.011,0,0.0272,0.842,0.0069,0.106,0.19,100.57,4,1
"665",1987,2,"Alone","Heart",0.085,0.06,0.855,0.5553,1.3,98.21,4.8,209.7,11,14,181,25,"rock","54b8qPFqYqIndfdxiLApea",218733,0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,4,1
"666",1987,5,"Nothing's Gonna Stop Us Now","Starship",0.173,0.118,0.709,0.9852,0.5,100.24,4,485.1,24,52,405,76,"pop, rock","3X7uFMzJrEE0sxn62qd8Ch",270333,0.643,0.802,6,-4.92,1,0.0227,0.0299,0,0.0719,0.53,95.99,4,1
"667",1987,11,"La Bamba","Los Lobos",0,0.034,0.966,-0.5267,4.5,73.85,4.4,198,18,22,134,22,"blues, folk, rock","0uMMLry3hzWGn3q3loqMkm",174187,0.506,0.764,0,-12.239,1,0.046,0.144,0.00025,0.247,0.868,156.336,4,1
"668",1987,14,"Always","Atlantic Starr",0.259,0,0.741,0.9973,0.9,99.23,4.4,286.2,9,26,246,37,"disco, pop","2TQaMcc3BEAF5Srn7FCipl",288493,0.606,0.534,7,-6.758,1,0.0256,0.399,0.000973,0.356,0.328,130.945,4,1
"669",1987,16,"Looking For A New Love","Jody Watley",0.427,0.025,0.548,0.9997,0.9,99.23,4.4,512.1,17,48,430,62,"electronic/dance, pop, soul","64M7vSptOdMCuHwYzKuplj",307840,0.936,0.432,2,-13.181,1,0.0546,0.116,0.00101,0.224,0.915,109.18,4,1
"670",1987,22,"Didn't We Almost Have It All","Whitney Houston",0.268,0.009,0.724,0.998,0.9,99.23,4.4,342.9,15,28,292,42,"pop","19wadMw1A8XejDV4p5wMt1",305067,0.54,0.49,10,-10.151,1,0.027,0.414,0.000896,0.142,0.336,130.992,4,1
"671",1987,23,"I Still Haven't Found What I'm Looking For","U2",0.063,0.077,0.86,-0.5994,0.5,100.24,4,248.4,19,23,207,40,"","6wpGqhRvJGNNXwWlPmkMyO",277477,0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,4,1
"672",1987,35,"Keep Your Hands To Yourself","Georgia Satellites",0.037,0.23,0.733,-0.9906,2.9,94.15,6.4,253.8,15,5,214,18,"","1BxqzBVeusLt00wy6Q0AUb",218227,0.697,0.804,9,-9.345,1,0.0341,0.103,6.94e-06,0.0463,0.727,115.904,4,1
"673",1987,37,"Control","Janet Jackson",0.132,0.008,0.861,0.9898,-0.3,107.69,4.4,416.7,17,25,363,58,"electronic/dance, pop","4UGlIrHAokfFtkF1ou40g6",83533,0.196,0.996,4,-7.569,1,0.152,2.39e-05,0.403,0.115,0.0333,88.696,4,1
"674",1987,42,"Who's That Girl","Madonna",0.057,0.072,0.871,-0.5972,0.9,99.23,4.4,373.5,15,39,313,46,"electronic/dance, electronic/dance, pop","3G0NNqwQ1sqRpySr6soHlH",239173,0.625,0.646,9,-13.592,0,0.0389,0.214,0.0533,0.0525,0.826,103.893,4,1
"675",1987,52,"Luka","Suzanne Vega",0.114,0.084,0.802,0.6121,0.9,99.23,4.4,296.1,14,24,250,41,"pop","48Ej1CDmpsETlImicgiXWC",230973,0.637,0.781,6,-8.263,1,0.031,0.194,0.000115,0.131,0.789,124.939,4,1
"676",1987,54,"Don't Mean Nothing","Richard Marx",0.149,0.137,0.714,0.1629,1.3,98.21,4.8,443.7,26,36,381,54,"pop","4ujVRZd9HdjepbpWSddABF",281533,0.673,0.765,5,-10.615,1,0.0256,0.0439,3.43e-05,0.107,0.779,98.241,4,1
"677",1987,66,"Breakout","Swing Out Sister",0.097,0.045,0.858,0.7176,0.9,99.23,4.4,308.7,19,37,261,43,"","5JsIknb4lyIKQCytjv0Uw5",226453,0.704,0.557,4,-12.813,1,0.0316,0.175,0.00231,0.0631,0.777,113.194,4,1
"678",1987,72,"Rhythm Is Gonna Get You","Gloria Estefan and Miami Sound Machine",0.011,0.063,0.926,-0.9371,-1.4,116.15,4.4,372.6,9,39,361,58,"electronic/dance, pop, rock","5KvIQUPOrWc4M3tWyH3x1i",234973,0.779,0.759,4,-12.799,0,0.0387,0.236,0.046,0.132,0.838,124.983,4,1
"679",1987,79,"Diamonds","Herb Alpert",0.256,0.092,0.652,0.993,0.5,100.24,4,207.9,13,31,180,36,"","30iF3F3WvZ22dcNxI48lo7",293867,0.885,0.766,4,-10.997,1,0.0449,0.0743,0.000747,0.286,0.77,111.412,4,1
"680",1987,82,"Midnight Blue","Lou Gramm",0.114,0.052,0.834,0.9421,0.5,100.24,4,304.2,23,15,263,51,"rock","4iQZi2sMZlbTpcUlo5YGBf",236093,0.664,0.695,0,-11.543,1,0.0292,0.134,0.0444,0.108,0.656,113.762,4,1
"681",1987,84,"Heat Of The Night","Bryan Adams",0.067,0.112,0.822,-0.4788,2.1,96.18,5.6,194.4,18,2,168,18,"rock","0qIPiNkBiKCpFcdrFUc01M",307093,0.486,0.856,4,-11.838,0,0.03,0.23,0.00057,0.322,0.692,173.862,4,1
"682",1987,86,"Brilliant Disguise","Bruce Springsteen",0.2,0.085,0.715,0.9873,-0.7,108.7,4,315,24,14,277,48,"folk, rock","0nqbZ17t9v52SCemAm1QP0",254840,0.703,0.726,9,-12.438,1,0.029,0.152,1.45e-06,0.0319,0.949,126.353,4,1
"683",1987,87,"Just To See Her","Smokey Robinson",0.1,0.023,0.877,0.9696,-0.7,108.7,4,354.6,16,31,311,58,"hip-hop/rnb, soul","7LOYcC6phKAVOckgmVZJJT",244027,0.821,0.379,4,-15.489,0,0.0334,0.153,0,0.0839,0.914,109.123,4,1
"684",1987,89,"Respect Yourself","Bruce Willis",0.256,0.024,0.72,0.995,2.1,90.77,4.4,277.2,16,17,213,35,"","0kCZaMtxJtEGTSyMllPTNn",233160,0.731,0.591,7,-11.804,0,0.0343,0.064,0.00014,0.347,0.578,118.59,4,1
"685",1987,92,"Don't Get Me Wrong","Pretenders",0.203,0.063,0.734,0.972,0.5,100.24,4,211.5,29,13,171,33,"rock","4I3nztDQ3cPajQtzg59tWx",226067,0.465,0.814,0,-11.043,1,0.0351,0.238,0.00379,0.098,0.855,203.824,4,1
"686",1987,94,"Right On Track","Breakfast Club",0.047,0.013,0.94,0.9504,0.9,104.64,5.6,570.6,19,45,536,59,"","3UiuKZWtgXjeAfnfGqIeu0",256947,0.763,0.824,1,-10.054,0,0.033,0.0613,4.45e-05,0.0226,0.947,116.975,4,1
"687",1988,9,"Hands To Heaven","Breathe",0.245,0.154,0.602,0.9584,2.1,90.77,4.4,191.7,21,11,148,22,"","0LBtQiEVfP4ysLQ43Do8uN",259507,0.543,0.384,8,-15.018,1,0.0307,0.242,1.16e-06,0.266,0.407,128.768,4,1
"688",1988,10,"Roll With It","Steve Winwood",0.085,0.027,0.888,0.9684,0.1,106.67,4.8,336.6,16,14,309,43,"pop, rock","2QlPByrmEO9XciNBXCrawR",320733,0.759,0.645,0,-13.352,1,0.0276,0.07,0.0403,0.0986,0.954,117.254,4,1
"689",1988,14,"The Flame","Cheap Trick",0.025,0.088,0.887,-0.9647,0.9,99.23,4.4,362.7,22,28,301,45,"rock","528CAH5pTLq86oZ52fHifA",338800,0.629,0.581,4,-11.856,1,0.027,0.513,2.06e-06,0.0755,0.359,97.074,4,1
"690",1988,20,"I'll Always Love You","Taylor Dayne",0.344,0,0.656,0.9974,0.5,100.24,4,207.9,9,3,171,33,"electronic/dance, pop","6enR2PAZd7LUMMwQb4ciuh",270787,0.604,0.538,10,-6.285,1,0.0228,0.256,0,0.088,0.446,85.332,4,1
"691",1988,23,"Simply Irresistible","Robert Palmer",0.331,0.089,0.581,0.9983,6.4,63.36,5.2,443.7,37,32,286,33,"pop, rock","7mmhMfqs3knRMMlvnMPTHn",254293,0.645,0.933,9,-6.955,1,0.0532,0.129,1.03e-05,0.0443,0.695,142.615,4,1
"692",1988,41,"Bad Medicine","Bon Jovi",0.201,0.24,0.559,-0.989,2.9,88.74,5.2,682.2,39,38,521,62,"rock","72hcFp4tYkd3dbNA9dZ3Pv",316707,0.555,0.973,9,-3.804,1,0.035,0.048,0,0.0853,0.805,118.642,4,1
"693",1988,43,"I Don't Wanna Go On With You Like That","Elton John",0.183,0.035,0.782,0.994,0.5,105.66,5.2,420.3,15,22,366,43,"pop, rock","2Gd10PZnMktt3Cgo9s6yi0",275373,0.643,0.89,9,-8.359,0,0.0325,0.042,0.00102,0.03,0.965,134.9,4,1
"694",1988,48,"I Don't Wanna Live Without Your Love","Chicago",0.014,0.183,0.803,-0.9959,2.5,89.75,4.8,485.1,17,28,376,52,"jazz, pop, rock","1bQ6SZAR7xI0z6sIxK95KJ",234467,0.43,0.635,0,-6.717,1,0.0374,0.0658,0.00185,0.0981,0.163,145.474,4,1
"695",1988,49,"The Loco-Motion","Kylie Minogue",0.125,0,0.875,0.9889,2.5,89.75,4.8,443.7,19,31,330,47,"electronic/dance, pop","2pX5qSgxQFwlrkjxph8fxb",193920,0.748,0.915,3,-5.23,1,0.0376,0.385,0.0585,0.0235,0.763,129,4,1
"696",1988,55,"Don't You Want Me","Jody Watley",0.234,0.079,0.687,0.997,-1.1,115.13,4.8,360,8,32,347,46,"electronic/dance, pop, soul","2L2Ng8HqZ9WcV9Sa89wXLG",238560,0.74,0.739,9,-8.14,0,0.0474,0.198,0,0.0831,0.953,117.492,4,1
"697",1988,56,"Desire","U2",0.375,0.037,0.588,0.9939,4.8,72.83,4.8,185.4,26,12,127,18,"","4D01oA1mGouaAT7fubvKRT",179360,0.49,0.827,8,-9.481,1,0.0482,0.000212,0.00406,0.112,0.626,108.577,4,1
"698",1988,64,"Perfect World","Huey Lewis and The News",0.361,0.016,0.623,0.9983,2.9,88.74,5.2,273.6,22,10,216,27,"","6QhCg9QhK1nK9DWnc4ueYU",251000,0.775,0.594,0,-12.616,1,0.0297,0.15,0,0.129,0.911,110.758,4,1
"699",1988,67,"If It Isn't Love","New Edition",0.043,0.293,0.664,-0.9983,-0.7,108.7,4,329.4,20,24,295,52,"pop, hip-hop/rnb","7JmPqImeW3kLoYVNBA9v11",309840,0.588,0.856,5,-12.418,0,0.0378,0.0915,2.62e-05,0.365,0.781,97.968,4,1
"700",1988,69,"One Good Woman","Peter Cetera",0.222,0.049,0.729,0.9955,1.7,91.78,4,354.6,14,28,282,48,"","7ttAAvkXzs3IC1Qm3H1N3k",277973,0.761,0.48,7,-14.141,1,0.0298,0.537,0.000151,0.0535,0.689,124.163,4,1
"701",1988,70,"Don't Be Cruel","Cheap Trick",0.35,0.048,0.603,0.9985,-0.7,108.7,4,286.2,10,34,269,52,"rock","5KG4OVGxSrFmNHGZBezJJn",408307,0.781,0.731,6,-12.277,1,0.0565,0.000127,3.06e-05,0.235,0.717,102.398,4,1
"702",1988,72,"Everything Your Heart Desires","Daryl Hall and John Oates",0.164,0.111,0.725,0.9556,0.9,99.23,4.4,442.8,20,18,355,51,"","4AiVt49hSjkkArFOIlAZhL",300467,0.706,0.861,10,-5.774,1,0.0411,0.157,1.29e-06,0.256,0.887,99.992,4,1
"703",1988,76,"Fast Car","Tracy Chapman",0.112,0.044,0.843,0.9826,1.3,98.21,4.8,620.1,44,25,504,66,"folk","2M9ro2krNb7nr7HSprkEgo",296800,0.711,0.292,4,-15.523,0,0.037,0.313,0,0.131,0.194,103.951,4,1
"704",1988,78,"The Valley Road","Bruce Hornsby and The Range",0.064,0.096,0.84,-0.4031,2.5,89.75,4.8,281.7,25,12,220,29,"","15Hgsooff9mLjxUhg2uXZz",282293,0.619,0.55,2,-9.682,1,0.0291,0.411,0.00637,0.0835,0.529,126.163,4,1
"705",1988,79,"Don't Be Cruel","Bobby Brown",0.206,0.097,0.697,0.9971,0.1,106.67,4.8,599.4,29,30,546,73,"pop, hip-hop/rnb","5KG4OVGxSrFmNHGZBezJJn",408307,0.781,0.731,6,-12.277,1,0.0565,0.000127,3.06e-05,0.235,0.717,102.398,4,1
"706",1988,82,"When It's Love","Van Halen",0.186,0.015,0.799,0.9973,0.1,106.67,4.8,363.6,20,25,327,46,"rock","2rxePraWVAXyZRHVW1ICss",339840,0.562,0.63,2,-12.332,1,0.0255,0.0483,0.000102,0.0926,0.402,99.369,4,1
"707",1988,98,"Nothin' But A Good Time","Poison",0.171,0.081,0.747,0.9833,1.3,98.21,4.8,328.5,17,25,285,38,"rock","6G09JrmKdDAe29eSH8ZQmR",223407,0.468,0.969,1,-3.4,1,0.109,0.0434,0,0.329,0.504,129.171,4,1
"708",1988,100,"Prove Your Love","Taylor Dayne",0.257,0.011,0.732,0.9953,0.5,100.24,4,249.3,13,3,212,36,"electronic/dance, pop","6qwTCkJ7red7bQsPxvgHaD",206187,0.399,0.971,2,-5.076,1,0.0515,0.338,1.9e-05,0.359,0.772,118.015,4,1
"709",1989,5,"Miss You Much","Janet Jackson",0.075,0.139,0.786,-0.7189,-0.3,107.69,4.4,481.5,20,26,449,70,"electronic/dance, pop","062mh4qAZyDV9dIQK70iu0",252427,0.703,0.973,6,-8.719,0,0.0401,0.0284,9.59e-05,0.302,0.704,115.184,4,1
"710",1989,11,"Right Here Waiting","Richard Marx",0.078,0.048,0.875,0.7176,0.5,100.24,4,235.8,17,22,198,36,"pop","4LFwNJWoj74Yd71fIr1W8x",264333,0.395,0.252,0,-13.589,1,0.0301,0.8,0,0.101,0.126,177.679,4,1
"711",1989,14,"Don't Wanna Lose You","Gloria Estefan",0.199,0.039,0.762,0.9887,0.5,100.24,4,275.4,16,15,226,40,"electronic/dance, pop, rock","5NFbzd8K2VHwrydjKVetIv",249568,0.547,0.356,5,-14.127,1,0.0244,0.413,1.56e-06,0.128,0.467,82.19,4,1
"712",1989,17,"The Look","Roxette",0.055,0.031,0.914,0.8538,-2.2,118.18,3.6,496.8,28,83,476,96,"pop, rock","19p6k1yN1K39d44jjday9g",237320,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,4,1
"713",1989,19,"On Our Own","Bobby Brown",0.042,0.046,0.911,-0.5274,0.5,100.24,4,753.3,43,77,611,107,"pop, hip-hop/rnb","3ojDU1HhKEfdExIN6QsK8q",294413,0.659,0.899,2,-6.207,1,0.0423,0.0035,0,0.0629,0.562,101.802,4,1
"714",1989,20,"Two Hearts","Phil Collins",0.064,0.058,0.878,-0.335,1.3,98.21,4.8,322.2,13,11,263,34,"jazz, pop, rock","4un1YDmTUfKa0ZuYbnKSu2",212600,0.707,0.731,2,-10.391,1,0.0472,0.157,0.000716,0.153,0.93,150.172,3,1
"715",1989,33,"Wild Thing","Tone Loc",0.093,0.015,0.891,0.9777,1.7,102.61,6.4,530.1,50,15,469,42,"","0gljI0CtjpdZK6ecidfxto",263573,0.943,0.685,7,-11.903,1,0.188,0.000507,8.56e-06,0.0604,0.813,125.515,4,1
"716",1989,34,"When I See You Smile","Bad English",0.209,0.027,0.764,0.9938,1.3,98.21,4.8,387.9,19,16,334,47,"","0tKjVEJlX3IZ5L1rEJc5hh",257440,0.495,0.609,7,-9.902,1,0.0339,0.42,0,0.187,0.33,135.671,4,1
"717",1989,35,"If I Could Turn Back Time","Cher",0.177,0.134,0.689,0.9636,-0.3,107.69,4.4,384.3,13,32,358,52,"electronic/dance, disco, folk, pop, hip-hop/rnb, rock","6mYrhCAGWzTdF8QnKuchXM",239827,0.658,0.575,11,-10.365,1,0.0267,0.243,0,0.122,0.504,108.329,4,1
"718",1989,36,"Buffalo Stance","Neneh Cherry",0.192,0.124,0.683,0.9952,2.1,90.77,4.4,639.9,45,33,510,74,"electronic/dance, electronic/dance","3XWgwgbWDI56mf1Wl3cLzb",342360,0.708,0.627,1,-11.155,1,0.0614,0.0113,3.13e-05,0.338,0.764,107.246,4,1
"719",1989,42,"Bust A Move","Young M.C.",0.158,0.041,0.802,0.9967,1.3,98.21,4.8,810,85,28,679,85,"","3IeCYkdKI55mNMl2o4vX0k",263914,0.946,0.772,4,-7.537,0,0.121,0.0512,2.26e-06,0.0612,0.743,116.972,4,1
"720",1989,46,"Real Love","Jody Watley",0.377,0.037,0.586,0.9994,2.1,90.77,4.4,405.9,12,68,318,52,"electronic/dance, pop, soul","5Z3zDee9HvKhDYVWBHTQog",314547,0.674,0.451,11,-11.831,0,0.0304,0.578,0.000698,0.0865,0.67,135.435,4,1
"721",1989,51,"So Alive","Love and Rockets",0.226,0.042,0.733,0.9871,0.9,99.23,4.4,211.5,12,17,176,28,"","7pfP8Z9M9KRUtzTLcnjem5",257827,0.698,0.567,10,-13.968,1,0.0296,0.00548,0.234,0.147,0.919,118.826,4,1
"722",1989,52,"You Got It","New Kids On The Block",0.135,0.003,0.862,0.9948,-1.8,117.16,4,405,6,59,401,79,"pop","6r20M5DWYdIoCDmDViBxuz",210267,0.649,0.618,9,-10.728,1,0.0265,0.596,1.46e-06,0.192,0.667,114.688,4,1
"723",1989,54,"Satisfied","Richard Marx",0.145,0.115,0.74,0.7467,1.7,91.78,4,242.1,13,17,190,34,"pop","4V87hYB94wu8DFtd901riK",254467,0.572,0.914,8,-8.436,1,0.0311,0.0717,0.00776,0.319,0.843,108.991,4,1
"724",1989,55,"Express Yourself","Madonna",0.21,0.012,0.778,0.9988,0.9,99.23,4.4,595.8,22,54,513,75,"electronic/dance, electronic/dance, pop","3szW87j0gVLQmpulz4P8Rf",279133,0.747,0.866,0,-10.529,1,0.0289,0.356,2.81e-05,0.0915,0.946,115.492,4,1
"725",1989,58,"Sowing The Seeds Of Love","Tears For Fears",0.207,0.045,0.748,0.9988,2.1,90.77,4.4,676.8,37,33,536,80,"","0PbAyLrJRDxckQBLQ2Addc",376733,0.209,0.795,0,-7.241,1,0.0443,0.0109,5.63e-05,0.355,0.682,171.975,4,1
"726",1989,59,"Cherish","Madonna",0.276,0.031,0.693,0.9984,1.3,98.21,4.8,438.3,21,33,358,49,"electronic/dance, electronic/dance, pop","5OKScc0MSa9Wl8g2zrulLn",303493,0.703,0.685,2,-11.581,1,0.033,0.323,0.000567,0.0537,0.963,131.842,4,1
"727",1989,65,"Funky Cold Medina","Tone Loc",0.126,0.041,0.832,0.9944,1.7,97.2,5.2,558.9,58,7,479,54,"","5YIF6HSOtHN9HdcE5IPzMe",248160,0.988,0.633,5,-15.012,0,0.0888,0.0755,1.88e-06,0.0668,0.929,117.493,4,1
"728",1989,67,"Miss You Like Crazy","Natalie Cole",0.304,0.192,0.504,0.9966,1.3,98.21,4.8,396.9,22,16,323,41,"","6WTD4ZZx3jit6MY3hDDXcc",234280,0.596,0.546,2,-6.251,1,0.0267,0.633,0.00381,0.0707,0.255,131.123,4,1
"729",1989,90,"It's No Crime","Babyface",0.177,0.126,0.697,0.968,0.5,100.24,4,358.2,21,27,289,57,"","2zFqQ0xLiMHOVUuV5zw9Gq",241493,0.802,0.802,2,-6.709,1,0.0513,0.0608,0.000252,0.0727,0.912,116.316,4,1
"730",1989,91,"Poison","Alice Cooper",0.134,0.276,0.591,-0.9964,1.7,97.2,5.2,352.8,12,19,295,36,"rock","5XcZRgJv3zMhTqCyESjQrF",270080,0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,4,1
"731",1989,99,"The End Of The Innocence","Don Henley",0.134,0.093,0.773,0.9337,0.9,99.23,4.4,370.8,25,21,314,48,"folk, rock","4i3E8TCZc97xLu5pjVQnch",316360,0.62,0.416,8,-13.048,1,0.0294,0.299,5.4e-05,0.0746,0.371,116.552,4,1
"732",1989,100,"Keep On Movin'","Soul II Soul",0.152,0.055,0.793,0.9615,0.5,100.24,4,265.5,8,41,218,39,"","7upgDi9C0pQn9HZzGfksJq",361627,0.676,0.386,6,-16.148,0,0.0633,0.0264,0.00054,0.0414,0.671,93.139,4,1
