"title","year","position","artist","pos_sentiment","neg_sentiment","neut_sentiment","compound_sentiment","f_k_grade","flesch_index","fog_index","num_syllables","difficult_words","num_dupes","num_words","num_lines","tags","id","popularity","duration_ms","explicit","artists","id_artists","release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"Love Sneakin' Up On You",1994,94,"Bonnie Raitt",0.203,0.041,0.755,0.9911,1.3,98.21,4.8,240.3,17,15,207,26,"folk, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love Touch",1986,82,"Rod Stewart",0.297,0.052,0.651,0.9983,0.9,99.23,4.4,349.2,17,16,292,48,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love Will Never Do",1991,19,"Janet Jackson",0.145,0.055,0.8,0.9948,0.9,99.23,4.4,536.4,22,28,436,68,"electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lovegame",2009,35,"Lady Gaga",0.397,0.051,0.552,0.9997,0.9,99.23,4.4,634.5,16,72,524,75,"electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lovestoned",2007,96,"Justin Timberlake",0.16,0.102,0.737,0.9942,0.9,99.23,4.4,608.4,25,47,515,74,"disco, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meet Me Half Way",1987,96,"Kenny Loggins",0.098,0.019,0.883,0.8834,2.9,83.32,4,173.7,15,14,125,25,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Method Of Modern Love",1985,83,"Daryl Hall and John Oates",0.202,0.034,0.764,0.9965,4.1,74.86,4,473.4,24,43,323,54,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Missing You Now",1992,77,"Michael Bolton",0.063,0.201,0.736,-0.9911,1.3,98.21,4.8,356.4,22,16,305,42,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mo Money Mo Problems",1997,20,"Notorious B.I.G.",0.162,0.103,0.735,0.988,0.1,106.67,4.8,835.2,64,54,736,101,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"More And More",1993,79,"Captain Hollywood Project",0.088,0.116,0.796,-0.892,0.5,100.24,4,406.8,29,33,333,58,"electronic/dance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"More than a Woman",2002,58,"Aaliyah",0.216,0.045,0.74,0.9975,1.7,91.78,4,472.5,26,59,366,65,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"My Heart Can't Tell You No",1989,50,"Rod Stewart",0.156,0.222,0.622,-0.9624,0.9,99.23,4.4,393.3,17,20,332,48,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"My List",2002,94,"Toby Keith",0.092,0.043,0.865,0.9326,0.1,106.67,4.8,358.2,11,13,317,41,"country, pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"My Love Is The Shhh!",1997,51,"Somethin' For The People",0.328,0.059,0.613,0.9993,0.5,100.24,4,481.5,32,45,400,69,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"My Love Is The Shhh!",1998,54,"Somethin' For The People",0.328,0.059,0.613,0.9993,0.5,100.24,4,481.5,32,45,400,69,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"My Lovin'",1992,7,"En Vogue",0.102,0.093,0.805,0.9292,2.1,90.77,4.4,825.3,18,97,644,96,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Never Leave You - Uh Ooh, Uh Oooh!",2003,41,"Lumidee",0.254,0.043,0.703,0.9945,-0.3,107.69,4.4,280.8,8,23,252,41,"hip-hop/rnb, hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"No Hands",2011,45,"Waka Flocka Flame",0.077,0.115,0.808,-0.9754,-0.7,108.7,4,825.3,64,50,718,141,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"No Surprise",2009,63,"Daughtry",0.183,0.094,0.723,0.9869,1.7,97.2,5.2,436.5,22,19,367,42,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nobody Wants To Be Lonely",2001,55,"Ricky Martin",0.127,0.173,0.7,-0.8778,0.9,99.23,4.4,531.9,29,41,436,66,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Not A Bad Thing",2014,45,"Justin Timberlake",0.136,0.141,0.724,0.4538,0.9,104.64,5.6,977.4,19,48,898,91,"disco, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Number One Spot",2005,99,"Ludacris",0.136,0.049,0.815,0.9913,1.3,98.21,4.8,783,92,17,632,81,"hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O.P.P.",1991,94,"Naughty By Nature",0.084,0.055,0.861,0.9541,0.9,104.64,5.6,894.6,84,14,795,81,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oh",2005,21,"Ciara",0.053,0.065,0.882,0.0258,1.3,98.21,4.8,577.8,66,26,479,61,"electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"On The Hotline",2007,82,"Pretty Ricky",0.138,0.016,0.846,0.9965,2.9,94.15,6.4,630.9,54,23,528,45,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"One Night In Bangkok",1985,54,"Murray Head",0.102,0.126,0.772,-0.8428,2.5,89.75,4.8,541.8,63,31,410,52,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"One Step at A Time",2008,61,"Jordin Sparks",0.118,0.116,0.766,0.7228,0.9,99.23,4.4,469.8,25,41,376,61,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Only Girl",2010,47,"Rihanna",0.197,0.02,0.783,0.9967,0.9,99.23,4.4,479.7,15,38,398,58,"electronic/dance, pop, reggae, hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Only Girl",2011,40,"Rihanna",0.197,0.02,0.783,0.9967,0.9,99.23,4.4,479.7,15,38,398,58,"electronic/dance, pop, reggae, hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Only Wanna Be With You",1995,33,"Hootie and The Blowfish",0.128,0.119,0.753,0.1733,0.5,100.24,4,342.9,18,24,295,53,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Only Wanna Be With You",1996,99,"Hootie and The Blowfish",0.128,0.119,0.753,0.1733,0.5,100.24,4,342.9,18,24,295,53,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ooh Aah... Just A Little Bit",1997,41,"Gina G",0.143,0.055,0.802,0.956,0.9,99.23,4.4,251.1,15,13,217,33,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oops!... I Did It Again",2000,55,"Britney Spears",0.122,0.108,0.77,0.8654,0.9,99.23,4.4,381.6,26,28,320,49,"electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Outta My System",2007,88,"Bow Wow",0.072,0.124,0.804,-0.9911,0.9,104.64,5.6,861.3,45,31,768,78,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peaches and Cream",2001,20,"112",0.095,0.04,0.865,0.984,0.9,99.23,4.4,633.6,30,52,549,87,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piece Of Me",2008,83,"Britney Spears",0.165,0.047,0.788,0.9861,-0.3,107.69,4.4,523.8,31,45,460,67,"electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pieces of Me",2004,39,"Ashlee Simpson",0.186,0.059,0.755,0.992,0.9,99.23,4.4,367.2,19,22,313,46,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pimpin' All Over the World",2005,53,"Ludacris",0.097,0.022,0.881,0.9963,2.5,95.17,6,1157.4,112,30,942,92,"hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pop Champagne",2009,98,"Jim Jones",0.066,0.057,0.877,-0.7995,0.9,104.64,5.6,780.3,55,30,686,73,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Post To Be",2015,24,"Omarion",0.122,0.081,0.797,0.9635,0.1,106.67,4.8,673.2,23,40,611,78,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Power Trip",2013,48,"J. Cole",0.16,0.091,0.749,0.9927,2.1,96.18,5.6,714.6,49,26,616,66,"hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Praying For Time",1990,51,"George Michael",0.161,0.099,0.74,0.9739,0.9,99.23,4.4,366.3,19,17,312,50,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pretty Wings",2009,99,"Maxwell",0.32,0.088,0.592,0.9971,0.5,100.24,4,287.1,23,17,234,40,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Price Of Love",1990,68,"Bad English",0.204,0.079,0.718,0.991,0.9,99.23,4.4,330.3,16,21,277,45,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Private Dancer",1985,93,"Tina Turner",0.055,0,0.945,0.9226,3.3,93.14,6.8,484.2,20,16,394,31,"pop, hip-hop/rnb, rock, soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Put that Woman First",2003,82,"Jaheim",0.128,0.069,0.803,0.9888,1.7,97.2,5.2,692.1,45,24,580,70,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quit Playing Games",1998,62,"Backstreet Boys",0.117,0.053,0.83,0.9291,-0.7,108.7,4,280.8,17,44,250,48,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quit Playing Games",1997,11,"Backstreet Boys",0.117,0.053,0.83,0.9291,-0.7,108.7,4,280.8,17,44,250,48,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ray Of Light",1998,75,"Madonna",0.074,0.07,0.856,0.1868,0.9,99.23,4.4,271.8,16,28,225,37,"electronic/dance, electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Read your Mind",2004,64,"Avant",0.117,0.017,0.866,0.9796,-0.3,107.69,4.4,320.4,31,14,291,43,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Real Good Man",2003,99,"Tim McGraw",0.182,0.08,0.737,0.9406,-0.3,107.69,4.4,216,15,8,203,32,"country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rebirth Of Slick",1993,81,"Digable Planets",0.256,0.042,0.701,0.9991,1.3,98.21,4.8,700.2,67,16,593,79,"jazz, religious",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhythm Of My Heart",1991,50,"Rod Stewart",0.133,0.081,0.786,0.9738,0.5,100.24,4,417.6,32,38,340,65,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rockin' That Thang",2009,80,"The-Dream",0.097,0.021,0.882,0.982,0.9,99.23,4.4,459,31,33,397,62,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roll Out",2002,77,"Ludacris",0.038,0.091,0.87,-0.9805,2.1,96.18,5.6,530.1,56,16,459,49,"hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Same Love",2013,43,"Macklemore",0.231,0.124,0.645,0.9981,2.1,90.77,4.4,864.9,85,49,672,103,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Say Aah",2010,31,"Trey Songz",0.1,0.014,0.886,0.987,0.1,106.67,4.8,740.7,57,45,657,85,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Say Hey",2009,97,"Michael Franti and Spearhead",0.266,0.018,0.716,0.9994,1.7,97.2,5.2,650.7,24,43,550,65,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sexy Chick",2010,26,"David Guetta",0.278,0.077,0.645,0.9972,1.7,97.2,5.2,396,14,32,333,38,"electronic/dance, electronic/dance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shadow Of The Day",2008,55,"Linkin Park",0.118,0,0.882,0.9153,0.9,99.23,4.4,176.4,9,17,153,24,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shakedown",1987,9,"Bob Seger",0.079,0.121,0.8,-0.9167,4.1,74.86,4,428.4,31,39,278,47,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shawty",2007,60,"Plies",0.046,0.06,0.894,-0.8745,0.9,104.64,5.6,721.8,51,28,643,69,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"She Will be Loved",2004,35,"Maroon 5",0.2,0.067,0.733,0.9944,0.9,99.23,4.4,403.2,27,33,333,49,"electronic/dance, pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shortie Like Mine",2007,54,"Bow Wow",0.162,0.099,0.739,0.9966,1.3,98.21,4.8,1016.1,47,55,847,113,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Show Me The Meaning Of Being Lonely",2000,31,"Backstreet Boys",0.072,0.123,0.805,-0.9129,1.3,98.21,4.8,363.6,19,17,298,40,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silent Lucidity",1991,82,"Queensryche",0.139,0.055,0.806,0.9622,0.9,99.23,4.4,359.1,36,10,296,46,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Soak up the Sun",2002,35,"Sheryl Crow",0.049,0.123,0.828,-0.9665,0.5,100.24,4,396,20,34,323,58,"country, folk, pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Soldier Of Love",1989,57,"Donny Osmond",0.188,0.125,0.687,0.9831,0.5,100.24,4,412.2,18,42,340,65,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Somethin' Bad",2014,99,"Miranda Lambert",0.151,0.165,0.684,-0.9502,4.8,78.25,6,459.9,28,42,332,31,"country",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Something Happened On The Way To Heaven",1990,58,"Phil Collins",0.137,0.109,0.754,0.9557,0.1,106.67,4.8,440.1,12,30,385,52,"jazz, pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Something To Believe In",1991,78,"Poison",0.095,0.118,0.787,-0.8547,2.1,90.77,4.4,546.3,38,20,431,65,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Soon As I Get Home",1996,97,"Faith Evans",0.172,0.072,0.756,0.9914,0.5,105.66,5.2,369,19,12,322,39,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southern Hospitality",2001,77,"Ludacris",0.113,0.146,0.741,-0.9373,0.1,106.67,4.8,526.5,45,6,461,60,"hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Speed Of Sound",2005,57,"Coldplay",0.013,0.017,0.97,-0.2869,-0.3,107.69,4.4,360,20,16,314,45,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spies Like Us",1986,92,"Paul McCartney",0.133,0.06,0.807,0.9545,0.5,100.24,4,276.3,9,21,236,41,"classical/soundtrack, folk, pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Step In The Name Of Love",2003,94,"R. Kelly",0.099,0.002,0.899,0.9975,1.3,98.21,4.8,938.7,44,39,751,106,"hip-hop/rnb, pop, hip-hop/rnb, soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Step In The Name Of Love",2004,78,"R. Kelly",0.099,0.002,0.899,0.9975,1.3,98.21,4.8,938.7,44,39,751,106,"hip-hop/rnb, pop, hip-hop/rnb, soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stereo Hearts",2012,61,"Gym Class Heroes",0.099,0.032,0.869,0.9836,1.7,97.2,5.2,662.4,37,40,553,68,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stereo Hearts",2011,36,"Gym Class Heroes",0.099,0.032,0.869,0.9836,1.7,97.2,5.2,662.4,37,40,553,68,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sugar, We're Goin' Down",2005,40,"Fall Out Boy",0.086,0.065,0.849,0.6303,2.1,96.18,5.6,501.3,20,32,434,48,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sussudio",1985,45,"Phil Collins",0.073,0.03,0.897,0.8589,0.9,99.23,4.4,270.9,16,16,218,33,"jazz, pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swear It Again",2000,75,"Westlife",0.17,0.139,0.692,0.9743,1.3,98.21,4.8,486,12,27,405,55,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweet Nothing",2013,44,"Calvin Harris",0.28,0.063,0.657,0.9951,1.3,98.21,4.8,277.2,13,14,225,29,"electronic/dance, disco, electronic/dance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetest Girl",2008,56,"Wyclef Jean",0.087,0.066,0.847,0.9511,1.7,97.2,5.2,889.2,63,43,723,88,"hip-hop/rnb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swing My Way",1998,52,"K.P. and Envyi",0.216,0.017,0.767,0.9982,1.3,98.21,4.8,535.5,26,37,462,65,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Take A Picture",2000,58,"Filter",0.087,0.061,0.853,0.7467,2.9,83.32,4,292.5,14,35,208,40,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"That's That",2007,99,"Snoop Dogg",0.119,0.03,0.851,0.9966,0.1,106.67,4.8,765,52,44,682,86,"hip-hop/rnb, reggae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Arms Of The One Who Loves You",1998,53,"Xscape",0.158,0.041,0.801,0.9781,0.9,99.23,4.4,229.5,18,8,195,30,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Motown Song",1991,99,"Rod Stewart",0.131,0.042,0.827,0.974,1.7,97.2,5.2,375.3,30,24,308,38,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Next Time I Fall",1987,28,"Peter Cetera",0.306,0.018,0.676,0.9982,-0.7,108.7,4,291.6,13,29,256,44,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The One I Gave My Heart To",1997,78,"Aaliyah",0.141,0.049,0.81,0.9855,0.9,104.64,5.6,441.9,18,9,399,41,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The One I Gave My Heart To",1998,86,"Aaliyah",0.141,0.049,0.81,0.9855,0.9,104.64,5.6,441.9,18,9,399,41,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Remedy",2003,52,"Jason Mraz",0.131,0.104,0.765,0.7529,1.3,98.21,4.8,523.8,28,30,428,56,"pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The River Of Dreams",1993,26,"Billy Joel",0.059,0.069,0.872,-0.1904,0.9,99.23,4.4,359.1,22,20,299,47,"classical/soundtrack, pop, rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Time Of My Life",2008,69,"David Cook",0.045,0.009,0.946,0.8555,1.3,98.21,4.8,364.5,23,15,303,38,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Whole World",2002,70,"OutKast",0.144,0.094,0.762,0.9914,1.7,97.2,5.2,954,84,36,792,91,"hip-hop/rnb, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"There'll Be Sad Songs",1986,16,"Billy Ocean",0.25,0.097,0.652,0.9961,0.9,99.23,4.4,351,19,29,292,46,"disco, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"These Words",2005,80,"Natasha Bedingfield",0.363,0.052,0.585,0.9994,0.9,99.23,4.4,476.1,35,33,392,57,"pop, soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thinkin' Bout It",1998,98,"Gerald Levert",0.114,0.132,0.754,-0.8771,0.9,99.23,4.4,353.7,34,8,302,44,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"This One's For The Children",1990,90,"New Kids On The Block",0.092,0.025,0.884,0.946,0.5,100.24,4,285.3,20,19,229,39,"pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"This Used To Be My Playground",1992,21,"Madonna",0.079,0.07,0.85,0.0772,6,69.79,6,46.8,9,0,32,3,"electronic/dance, electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thnks Fr Th Mmrs",2007,37,"Fall Out Boy",0.242,0.072,0.686,0.9975,2.1,90.77,4.4,462.6,23,37,360,60,"rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thoia Thoing",2003,61,"R. Kelly",0.054,0.027,0.919,0.9677,-1.8,117.16,4,727.2,44,78,700,120,"hip-hop/rnb, pop, hip-hop/rnb, soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Through the Wire",2004,61,"Kanye West",0.135,0.124,0.741,0.8522,2.9,94.15,6.4,953.1,73,10,803,67,"hip-hop/rnb, religious",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thugz Mansion",2003,80,"2Pac",0.165,0.133,0.702,0.9889,2.1,96.18,5.6,767.7,95,10,621,67,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tie Me Down",2010,65,"New Boyz",0.099,0.062,0.839,0.9435,0.1,106.67,4.8,620.1,37,41,583,78,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Till The World Ends",2011,27,"Britney Spears",0.03,0.023,0.947,0.3716,-1.1,115.13,4.8,495.9,18,52,485,67,"electronic/dance, pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Time Of Our Lives",2015,39,"Pitbull",0.122,0.125,0.753,-0.7304,1.7,97.2,5.2,746.1,35,43,638,76,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
