"title","year","position","artist","pos_sentiment","neg_sentiment","neut_sentiment","compound_sentiment","f_k_grade","flesch_index","fog_index","num_syllables","difficult_words","num_dupes","num_words","num_lines","tags","id","popularity","duration_ms","explicit","artists","id_artists","release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"The Heat Is On",1985,19,"Glenn Frey",0.036,0.009,0.955,0.7845,-0.3,107.69,4.4,329.4,19,29,290,42,"","5bJEBITRpKJxAQ7x1Q3k3L",39,235293,0,"['Agnetha Fältskog']","['7fUtt9kVZOyn9LWy0JbDRI']","1983-01-01",0.62,0.684,0,-14.746,1,0.0474,0.201,0.0243,0.0967,0.927,80.151,4
"The Hills",2015,10,"The Weeknd",0.108,0.175,0.716,-0.9933,1.7,97.2,5.2,544.5,29,36,451,54,"hip-hop/rnb","7fBv7CLKzipRk6EC6TWHOB",87,242253,1,"['The Weeknd']","['1Xyo4u8uXC1ZmMpatF05PJ']","2015-08-28",0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,4
"The House That Built Me",2010,91,"Miranda Lambert",0.067,0.05,0.883,0.8735,1.7,97.2,5.2,363.6,22,14,297,36,"country","02eD9ymfJOJOhM97HYp5R9",67,236627,0,"['Miranda Lambert']","['66lH4jAE7pqPlOlzUKbwA0']","2009-09-24",0.515,0.3,5,-8.005,1,0.0289,0.575,8.46e-06,0.115,0.206,81.12,4
"The Humpty Dance",1990,62,"Digital Underground",0.147,0.055,0.798,0.9978,1.7,97.2,5.2,1006.2,89,25,850,105,"","3OcQkcvTcohs8vO8Rd3sKF",65,391693,0,"['Digital Underground']","['7jocoSCuCtpCxCI6IbP8ye']","1990-03-26",0.813,0.693,10,-8,0,0.266,0.0341,0,0.121,0.618,103.508,4
"The Jump Off",2003,72,"Lil' Kim",0.097,0.062,0.841,0.982,0.5,105.66,5.2,706.5,68,8,617,71,"hip-hop/rnb","6UZS3KgNc0NF13bbtQTzD6",56,234093,1,"[""Lil' Kim""]","['5tth2a3v0sWwV1C7bApBdX']","2003-03-03",0.837,0.736,10,-8.367,0,0.378,0.225,0,0.0549,0.905,104.907,4
"The Lady In Red",1987,21,"Chris De Burgh",0.195,0.02,0.785,0.9934,0.5,100.24,4,297.9,19,27,243,45,"","3gaiJMRXDZYTe7NMQxt75j",27,261267,0,"['Steve Hall']","['1svnNTGU5TClzw5tKnuvfT']","1995",0.449,0.203,10,-16.694,1,0.0334,0.891,0.899,0.12,0.166,72.676,4
"The Lazy Song",2011,26,"Bruno Mars",0.173,0.107,0.72,0.9785,1.3,98.21,4.8,434.7,20,29,356,45,"pop","2uHuiBFzEwLK87yteAUOwW",35,190213,0,"['Bruno Mars']","['0du5cEVh5yTK9QJze8zA0C']","2021-04-02",0.738,0.804,11,-3.851,1,0.0621,0.332,0,0.279,0.948,174.943,4
"The Loco-Motion",1988,49,"Kylie Minogue",0.125,0,0.875,0.9889,2.5,89.75,4.8,443.7,19,31,330,47,"electronic/dance, pop","1L1MWnX8hpdkHWCR4wFk7G",45,194133,0,"['Kylie Minogue']","['4RVnAU35WRWra6OZ3CbbMA']","1988-07-04",0.762,0.823,3,-11.271,1,0.035,0.428,0.173,0.0243,0.8,128.997,4
"The Look",1989,17,"Roxette",0.055,0.031,0.914,0.8538,-2.2,118.18,3.6,496.8,28,83,476,96,"pop, rock","1X6B6WxARtyYAAm90w0xna",30,261533,0,"['Chris Botti']","['3eFo5fMv53RYZBYlvT5Z6a']","1999-01-01",0.559,0.296,5,-14.598,0,0.0292,0.734,0.556,0.125,0.432,134.785,4
"The Lover In Me",1989,41,"Sheena Easton",0.301,0.035,0.664,0.9995,0.5,100.24,4,604.8,21,56,509,90,"country, electronic/dance, pop","6pvIzUyq2yxvIEIK8i6hRs",36,301373,0,"['Sheena Easton']","['5dcOK4stT4JDkP6Dqhbz5s']","1988-11-01",0.818,0.808,7,-8.536,0,0.0467,0.0274,0,0.0592,0.931,115.221,4
"The Man",2014,48,"Aloe Blacc",0.168,0.036,0.796,0.9971,1.3,98.21,4.8,635.4,17,55,521,72,"soul","1gHF0I223J5pv06SuBcmkz",55,250427,0,"['Ed Sheeran']","['6eUKZXaKkcviH0Ku9w2n3V']","2014-06-21",0.759,0.725,11,-7.006,0,0.158,0.576,0,0.0771,0.619,87.467,4
"The Middle",2002,14,"Jimmy Eat World",0.105,0.013,0.882,0.973,3.3,82.31,4.4,367.2,10,23,269,40,"","09IStsImFySgyp0pIQdqAc",83,184732,0,"['Zedd', 'Maren Morris', 'Grey']","['2qxJFvFYMEDqd7ui6kSAcq', '6WY7D3jk8zTrHtmkqqo5GI', '4lDBihdpMlOalxy1jkUbPl']","2018-01-23",0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,4
"The Monster",2014,16,"Eminem",0.175,0.134,0.691,0.9874,1.7,97.2,5.2,787.5,74,40,644,77,"hip-hop/rnb, religious, alternative/indie","0MsvcTzKg9Mx7HxgCa8ily",9,287210,0,"['New Swing Sextet']","['0xmReQikhslaXMtTgKJQ9g']","1968-01-01",0.523,0.756,0,-6.918,1,0.0417,0.656,0.385,0.118,0.682,119.905,4
"The Mummers' Dance",1998,83,"Loreena McKennitt",0.044,0,0.956,0.8225,0.9,99.23,4.4,254.7,25,15,219,36,"folk","4t382gfo1uFuwHQovKyhtK",33,370667,0,"['Loreena McKennitt']","['1JdeDdujDbS6ZeSlkXqx3a']","1997",0.547,0.45,0,-11.611,0,0.0287,0.395,0.131,0.0939,0.309,120.236,4
"The Next Episode",2000,76,"Dr. Dre",0.078,0.12,0.802,-0.9746,0.5,105.66,5.2,500.4,50,7,440,51,"","2eknDuc5IeulN0hnwEZsjF",62,161507,1,"['Dr. Dre', 'Snoop Dogg']","['6DPYiyq5kWVQS4RGwxzPC7', '7hJcb9fa4alzcOq3EaNPoG']","1999-11-16",0.923,0.912,10,-2.399,0,0.266,0.0308,0,0.111,0.287,95.305,4
"The One",1992,43,"Elton John",0.18,0.112,0.708,0.9744,2.1,90.77,4.4,322.2,22,23,246,40,"pop, rock","1c3PgXGUxe7q1YtyPYMnUx",51,237160,0,"['Rebel Souljahz']","['6DW0QgM048WZ1eDJfq9ZhS']","2008-03-28",0.826,0.514,2,-6.275,1,0.0519,0.234,0,0.302,0.884,141.859,4
"The One And Only",1991,93,"Chesney Hawkes",0.092,0.006,0.903,0.9694,0.9,99.23,4.4,303.3,19,22,248,40,"","3oIBQE52PP1Rne4DpXgIDi",33,228667,0,"['Thomas Helmig']","['2ytaRjGwyS3veZwsmr0SPj']","1999-03-18",0.639,0.788,9,-5.103,1,0.026,0.536,0,0.1,0.597,98.154,4
"The One That Got Away",2012,41,"Katy Perry",0.032,0.048,0.919,-0.4767,1.7,97.2,5.2,400.5,26,19,323,36,"pop","1Llvr4v5Y0rZtm494ak7oh",46,247705,0,"['Boyce Avenue']","['7CQwac16i1W5ej8YpuL3dv']","2012-07-24",0.655,0.502,8,-7.962,1,0.0349,0.579,0,0.117,0.368,123.931,4
"The Other Side",2013,66,"Jason Derulo",0.193,0.112,0.695,0.9904,1.7,97.2,5.2,463.5,21,32,394,48,"electronic/dance, pop","3WHV9CtzCL6gtxhTgkrgtU",27,329293,0,"['1927']","['7uZbOLlVQNbLVvKdGRk4VZ']","1990-07-16",0.65,0.701,2,-10.919,1,0.0278,0.014,0.0351,0.0478,0.368,114.296,4
"The Power Of Love",1994,4,"Celine Dion",0.229,0.058,0.713,0.9946,1.7,91.78,4,325.8,27,26,257,47,"pop","2olVm1lHicpveMAo4AUDRB",75,234333,0,"['Huey Lewis & The News']","['7A9yZMTrFZcgEWAX2kBfK6']","2006-01-01",0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,4
"The Power Of Love",1985,15,"Huey Lewis and The News",0.262,0.092,0.646,0.996,1.3,98.21,4.8,348.3,18,12,294,38,"","2olVm1lHicpveMAo4AUDRB",75,234333,0,"['Huey Lewis & The News']","['7A9yZMTrFZcgEWAX2kBfK6']","2006-01-01",0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,4
"The Promise Of A New Day",1991,41,"Paula Abdul",0.286,0.021,0.693,0.999,2.5,89.75,4.8,644.4,17,86,490,69,"pop","5m8xVZhlM7E2mL9uuxZpF6",39,272893,0,"['Paula Abdul']","['4PpmBoqphQusNFsxuVKb6j']","1991-01-01",0.754,0.82,1,-8.622,1,0.062,0.0911,1.62e-06,0.0805,0.896,119.835,4
"The Real Slim Shady",2000,51,"Eminem",0.187,0.09,0.723,0.9987,2.1,96.18,5.6,1239.3,99,53,1015,107,"hip-hop/rnb, religious, alternative/indie","5EvF8OdvwB2CQy9Un7eiiI",52,284200,1,"['Eminem']","['7dGJo4pcD2V6oG8kP0tJRR']","2001-08-20",0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,4
"The Reason",2004,6,"Hoobastank",0.038,0.075,0.887,-0.8358,-0.3,107.69,4.4,260.1,8,21,230,35,"","0PIraUtGOhQUagM1sZAZNk",47,233013,0,"['Hoobastank']","['2MqhkhX4npxDZ62ObR5ELO']","2007-01-01",0.476,0.617,4,-6.409,1,0.029,0.0128,0,0.137,0.078,82.973,4
"The Search Is Over",1985,48,"Survivor",0.18,0.065,0.755,0.9877,2.1,96.18,5.6,331.2,34,11,281,30,"","6gFzWNaSaogyZu5DPyln9H",47,254840,0,"['Survivor']","['26bcq2nyj5GB7uRr558iQg']","2004-07-12",0.539,0.382,3,-10.611,1,0.0309,0.576,0,0.0723,0.156,124.389,4
"The Show Goes On",2011,28,"Lupe Fiasco",0.108,0.056,0.835,0.9712,1.3,98.21,4.8,780.3,41,50,667,85,"hip-hop/rnb","76FnuGRKykqGIiXicVx0Y5",40,449213,0,"['Bruce Hornsby', 'The Range']","['2iM28IgKg89v1o7BTQAVPo', '4374DY0rBAi0pCV6F9i00Y']","1988",0.416,0.535,2,-12.182,1,0.0362,0.423,0.000204,0.102,0.221,77.465,4
"The Sign",1994,1,"Ace Of Base",0.057,0.071,0.872,0.4984,-0.3,107.69,4.4,320.4,12,33,279,45,"electronic/dance, pop","0hrBpAOgrt8RXigk83LLNE",71,191240,0,"['Ace of Base']","['5ksRONqssB7BR161NTtJAm']","1993-12-24",0.808,0.786,4,-6.897,0,0.0447,0.00928,0.0701,0.0574,0.899,96.987,4
"The Space Between",2001,65,"Dave Matthews Band",0.155,0.188,0.657,-0.8505,0.5,100.24,4,350.1,26,21,292,50,"rock","65KzDXZm9aQt8sA1k0ZVG3",58,242000,0,"['Dave Matthews Band']","['2TI7qyDE0QfyOlnbtfDo7L']","2001-02-27",0.406,0.73,9,-6.278,1,0.0315,0.0471,0,0.229,0.207,170.032,4
"The Sweet Escape",2007,3,"Gwen Stefani",0.168,0.091,0.741,0.9914,2.9,88.74,5.2,626.4,39,67,498,60,"pop, hip-hop/rnb, rock","1q9siR3OqGFnTeqFxwzN1S",42,246467,0,"['Gwen Stefani', 'Akon']","['4yiQZ8tQPux8cPriYMWUFP', '0z4gvV4rjIZ9wHck67ucSV']","2006-01-01",0.756,0.77,1,-3.502,1,0.0343,0.191,0,0.178,0.73,119.961,4
"The Sweetest Taboo",1986,55,"Sade",0.178,0.014,0.808,0.9935,0.9,99.23,4.4,322.2,15,18,276,43,"","0sKfhhj6hYyJIXnTiZV9vf",64,277373,0,"['Sade']","['47zz7sob9NUcODy0BTDvKx']","1985-11-04",0.752,0.823,10,-9.455,0,0.0447,0.128,0.0098,0.303,0.962,91.563,4
"The Valley Road",1988,78,"Bruce Hornsby and The Range",0.064,0.096,0.84,-0.4031,2.5,89.75,4.8,281.7,25,12,220,29,"","15Hgsooff9mLjxUhg2uXZz",49,282293,0,"['Bruce Hornsby', 'The Range']","['2iM28IgKg89v1o7BTQAVPo', '4374DY0rBAi0pCV6F9i00Y']","1988",0.619,0.55,2,-9.682,1,0.0291,0.411,0.00637,0.0835,0.529,126.163,4
"The Way",2013,31,"Ariana Grande",0.322,0.039,0.639,0.9998,1.7,97.2,5.2,820.8,45,40,710,86,"pop","3JnQth6rdt2s9PXtHQMW1E",57,426267,0,"['Zack Hemsey']","['2Eg0o1Mok66akOkuOiGdEv']","2011-06-30",0.251,0.446,5,-11.942,0,0.049,0.043,0.933,0.0906,0.114,123.415,4
"The Way I Are",2007,18,"Timbaland",0.149,0.007,0.844,0.987,2.1,96.18,5.6,428.4,21,32,368,40,"pop","2bLqfJjuC5syrsgDsZfGmn",78,179120,0,"['Timbaland', 'Keri Hilson', 'D.O.E.']","['5Y5TRrQiqgUO4S36tzjIRZ', '63wjoROpeh5f11Qm93UiJ1', '4TLCPR1sMYoNU1jA7O4uww']","2007-01-01",0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,4
"The Way I Are",2008,96,"Timbaland",0.149,0.007,0.844,0.987,2.1,96.18,5.6,428.4,21,32,368,40,"pop","2bLqfJjuC5syrsgDsZfGmn",78,179120,0,"['Timbaland', 'Keri Hilson', 'D.O.E.']","['5Y5TRrQiqgUO4S36tzjIRZ', '63wjoROpeh5f11Qm93UiJ1', '4TLCPR1sMYoNU1jA7O4uww']","2007-01-01",0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,4
"The Way It Is",1987,8,"Bruce Hornsby and The Range",0.036,0.034,0.931,0.1141,0.1,106.67,4.8,240.3,12,14,218,31,"","7A7DjkAK1MVYFuYRtqOvWm",28,268920,0,"['Chicken Shack']","['7aUVQRiWaOqZU0JwOlGfWi']","1969-01-01",0.636,0.306,4,-8.306,0,0.0251,0.136,0.0022,0.102,0.385,83.007,3
"The Way You Do The Things You Do",1991,71,"UB40",0.176,0,0.824,0.997,0.1,106.67,4.8,441,12,42,409,52,"pop, reggae","42HaJ7QlInzQ5vHKWb5Ixa",51,183227,0,"['UB40']","['69MEO1AADKg1IZrq2XLzo5']","2000",0.885,0.534,5,-8.191,0,0.155,0.248,4.77e-05,0.0357,0.896,80.857,4
"The Way You Love Me",2000,41,"Faith Hill",0.357,0.045,0.598,0.9985,0.9,104.64,5.6,252.9,10,14,225,25,"country, pop","4WS9mVJRPrmcwt0sM9ZHBC",13,114533,0,"['Ike & Tina Turner']","['1ZikppG9dPedbIgMfnfx8k']","1960-01-01",0.494,0.537,2,-6.454,1,0.0423,0.784,0.000221,0.107,0.513,112.891,4
"The Way You Love Me",2001,27,"Faith Hill",0.357,0.045,0.598,0.9985,0.9,104.64,5.6,252.9,10,14,225,25,"country, pop","4WS9mVJRPrmcwt0sM9ZHBC",13,114533,0,"['Ike & Tina Turner']","['1ZikppG9dPedbIgMfnfx8k']","1960-01-01",0.494,0.537,2,-6.454,1,0.0423,0.784,0.000221,0.107,0.513,112.891,4
"The Way You Make Me Feel",1988,36,"Michael Jackson",0.051,0.049,0.9,0.4068,0.5,100.24,4,711.9,29,69,579,106,"disco, pop, hip-hop/rnb, rock, soul","62xpXl4ldUyJotQW6lqroy",40,232360,0,"['Ronan Keating', 'Bryan Adams']","['3nlHsNqwCSvT988ZfSW1Yh', '3Z02hBLubJxuFJfhacLSDc']","2000-01-01",0.5,0.608,2,-9.859,1,0.0306,0.145,0.0136,0.0724,0.485,142.008,4
"The Way You Move",2004,5,"OutKast",0.304,0.026,0.67,0.9996,1.3,98.21,4.8,660.6,55,42,551,72,"hip-hop/rnb, pop","7fIHEjFKlGz5JUe749F5eA",0,232500,0,"['RnB Flavors']","['76vfPblRBUxhfOvqj7xrvq']","2020-06-09",0.847,0.655,8,-4.999,1,0.0354,0.0653,5.36e-05,0.149,0.394,126,4
"The World I Know",1996,41,"Collective Soul",0.129,0.067,0.804,0.9514,-0.7,108.7,4,232.2,15,23,206,38,"","4beuBXU4k3YWwVKm0PpWhv",64,255467,0,"['Collective Soul']","['4e5V1Q2dKCzbLVMQ8qbTn6']","1995-03-14",0.514,0.704,2,-4.724,1,0.0261,0.0515,0.00219,0.228,0.386,76.975,4
"Then",2009,84,"Brad Paisley",0.214,0,0.786,0.9966,2.5,95.17,6,322.2,14,8,274,27,"country","1Uf0zg4XhWJf1pSjHjeCwx",38,251000,0,"['The Charlatans']","['5fScAXreYFnuqwOgBsJgSd']","1990-09-25",0.495,0.659,9,-13.584,1,0.0371,0.0106,0.864,0.0503,0.45,111.653,4
"Then The Morning Comes",2000,48,"Smash Mouth",0.125,0.043,0.832,0.9574,0.9,99.23,4.4,293.4,14,25,242,39,"","50MfV7a1pnOEcf2t9kobxW",48,182267,0,"['Smash Mouth']","['2iEvnFsWxR0Syqu2JNopAd']","1999-06-08",0.729,0.881,5,-5.024,0,0.0283,0.0231,0,0.0872,0.963,118.58,4
"There Goes My Baby",2010,83,"Usher",0.137,0.041,0.822,0.9937,0.9,99.23,4.4,510.3,24,41,437,67,"","2s4B4fUlVIkE4ELgoupjXL",53,129613,0,"['The Drifters']","['1FqqOl9itIUpXr4jZPIVoT']","1988-11-15",0.239,0.564,6,-6.544,0,0.035,0.596,0,0.704,0.642,77.58,5
"There You'll Be",2001,66,"Faith Hill",0.109,0,0.891,0.9812,1.3,98.21,4.8,321.3,8,21,274,36,"country, pop","1MFuB2Ju6Vutt1NnFMJxh3",48,222467,0,"['Faith Hill']","['25NQNriVT2YbSW80ILRWJa']","2005-12-06",0.346,0.43,8,-10.82,1,0.0306,0.531,0,0.139,0.171,128.865,4
"These Dreams",1986,33,"Heart",0.141,0.059,0.8,0.9827,2.1,90.77,4.4,446.4,36,23,343,53,"rock","6d2I8YgElnquuhaRnZxUHP",0,246733,0,"['The Black Watch']","['7F0pMIrR6GIb49HDXza8dn']","2019-06-28",0.589,0.439,4,-16.954,1,0.0288,0.592,0.132,0.0877,0.774,127.402,4
"They Don't Know",1998,39,"Jon B.",0.16,0.044,0.796,0.9858,-0.7,108.7,4,269.1,20,9,237,46,"","3yLdW8mZtd7sMtEcPp6xJC",30,272960,0,"['Jon B.']","['3SRJWVa6lZnqRHOyAHmDrX']","1998-07-15",0.702,0.379,6,-11.114,1,0.0492,0.585,1.91e-06,0.0631,0.576,125.762,4
"They Want EFX",1992,99,"Das EFX",0.085,0.058,0.857,0.5087,2.9,88.74,5.2,814.5,107,15,610,72,"","3HCzj965m8Fz2E8wZkir6q",54,221400,0,"['Das EFX']","['0auu2itHTxEdAMRHvx7CyG']","1992-04-07",0.755,0.459,5,-12.84,0,0.358,0.115,0,0.0851,0.597,98.454,4
"Things Can Only Get Better",1985,41,"Howard Jones",0.152,0.048,0.8,0.9743,1.7,91.78,4,301.5,24,27,235,41,"","5HmwYfynpGAjgrj4bp9eMy",61,258000,0,"['D:Ream']","['2dCQKsTjB762AhtIACbAQA']","1993",0.671,0.74,10,-12.43,0,0.0389,0.122,0,0.196,0.102,125,4
"Thinking Out Loud",2015,2,"Ed Sheeran",0.224,0.049,0.727,0.9972,1.3,98.21,4.8,381.6,18,15,316,40,"pop","10sLaCP1j5sxxixcdzEMaD",31,201600,0,"['Emilíana Torrini']","['08j69Ndyx1P7RLO3Janb5P']","2005-01-31",0.452,0.0849,0,-18.263,0,0.0424,0.889,1.19e-06,0.0971,0.184,141.127,3
"This Ain't A Love Song",1995,70,"Bon Jovi",0.187,0.244,0.569,-0.9704,1.3,103.63,6,413.1,22,15,366,35,"rock","0ZLBD6hHGN9LYOtNlu2n8e",62,306240,0,"['Bon Jovi']","['58lV9VcRSjABbAbfWS6skp']","1995-06-27",0.348,0.635,4,-6.836,1,0.0386,0.0932,0,0.126,0.144,87.974,3
"This Ain't A Scene, It's An Arms Race",2007,32,"Fall Out Boy",0.22,0.104,0.675,0.9892,2.1,90.77,4.4,419.4,18,36,333,49,"rock","1oagRT7LfpVlNJN6FSZDGp",69,212040,0,"['Fall Out Boy']","['4UXqAaa6dQYAk18Lv7PEgX']","2007-01-01",0.435,0.887,9,-4.07,1,0.0636,0.000747,0,0.0327,0.408,199.935,4
"This D.J.",1994,59,"Warren G",0.071,0.074,0.855,-0.6377,0.5,105.66,5.2,409.5,43,8,370,42,"","3QW6heL8hQARCpgXoKqIBQ",28,202960,1,"['Warren G', 'O.G.L.B.']","['2B4ZHz4QDWJTXPFPgO5peE', '23Ul4QNOkm2gasKycag0UK']","2009-01-01",0.81,0.566,6,-6.187,0,0.113,0.0103,0.0015,0.122,0.612,92.047,4
"This Is How We Do It",1995,10,"Montell Jordan",0.065,0.003,0.932,0.9884,0.9,104.64,5.6,699.3,37,23,643,68,"","6uQKuonTU8VKBz5SHZuQXD",67,238800,0,"['Montell Jordan', 'Wino']","['0iVrCROxeyon7MZUW3MfzT', '2UEm3mXEPGyxeWQJYc8WSx']","1995-01-01",0.799,0.623,0,-9.374,1,0.0812,0.0141,0,0.43,0.773,103.649,4
"This Is How We Roll",2014,49,"Florida Georgia Line",0.132,0.014,0.854,0.9919,0.1,106.67,4.8,415.8,30,23,372,48,"","2TR7A4ulH9R1PNwMyd8o8U",71,220907,0,"['Florida Georgia Line', 'Luke Bryan']","['3b8QkneNDz4JHKKKlLgYZg', '0BvkDsjIUla7X0k6CSWh1I']","2013-01-01",0.555,0.931,8,-2.969,1,0.0367,0.016,0,0.405,0.723,132.085,4
"This Is The Night",2003,47,"Clay Aiken",0.122,0,0.878,0.9739,-0.7,108.7,4,231.3,14,22,210,39,"","3gVDRvW6xR3aKdPWkUOVdo",45,230413,0,"['The The']","['7cKtqv9cYVlOwnuCFH95ce']","1993",0.623,0.672,11,-5.58,0,0.0234,0.0188,0.0508,0.103,0.332,96.078,3
"This Is Why I'm Hot",2007,16,"Mims",0.064,0.051,0.885,0.9304,-1.1,115.13,4.8,863.1,46,85,832,112,"","0AA6zq5ArZ1sSH7VIMi4NK",61,253707,1,"['MiMS']","['76RrKpsvOmSKG8CIjROdSG']","2007-01-01",0.621,0.6,8,-6.349,1,0.576,0.277,0,0.495,0.485,80.021,4
"This Kiss",1998,25,"Faith Hill",0.369,0.052,0.578,0.999,1.7,91.78,4,369,31,33,287,55,"country, pop","5EYWGM3Ns3iYew8ws0FatB",65,194307,0,"['Faith Hill']","['25NQNriVT2YbSW80ILRWJa']","1998-04-10",0.398,0.804,11,-5.559,1,0.0451,0.175,0,0.181,0.709,186.752,4
"This Love",2004,4,"Maroon 5",0.145,0.071,0.784,0.9827,2.5,89.75,4.8,380.7,21,17,300,41,"electronic/dance, pop, rock","3VwSOLBPdUUKqKJo4TVHay",13,205747,0,"['Maroon 5']","['04gDigrS5kc9YWfZHwBETP']","2020-12-16",0.712,0.868,5,-4.098,0,0.038,0.0606,0,0.0897,0.758,95.041,4
"Thong Song",2000,14,"Sisqo",0.115,0.046,0.84,0.9936,0.1,106.67,4.8,942.3,19,104,877,111,"","5Mmk2ii6laakqfeCT7OnVD",69,253733,1,"['Sisqo']","['6x9QLdzo6eBZxJ1bHsDkjg']","1999-01-01",0.706,0.888,2,-6.959,1,0.0654,0.119,9.64e-05,0.07,0.714,121.549,4
"Thought I'd Died And Gone To Heaven",1992,74,"Bryan Adams",0.111,0.169,0.72,-0.9672,0.9,99.23,4.4,416.7,27,33,339,49,"rock","4tGqkpkHNxSovRoJrajH4n",53,348467,0,"['Bryan Adams']","['3Z02hBLubJxuFJfhacLSDc']","1991-09-24",0.438,0.734,4,-8.148,1,0.0293,0.0597,0,0.0955,0.533,174.429,4
"Thrift Shop",2013,1,"Macklemore",0.081,0.106,0.813,-0.9684,2.9,88.74,5.2,867.6,102,45,692,82,"","2NRzC7tp8WEVxC4Jh28Wko",1,236586,1,"['Tough Rhymes']","['7wlxMwCZOISgpltVWmgqhc']","2020-06-24",0.814,0.475,1,-10.642,1,0.297,0.09,5.66e-06,0.0199,0.559,95.015,4
"Throw It In The Bag",2009,71,"Fabolous",0.073,0.036,0.891,0.9552,-0.3,107.69,4.4,548.1,49,30,482,76,"","6c0GmyBsE7mQtrVvxJaWc3",61,231573,1,"['Fabolous', 'The-Dream']","['0YWxKQj2Go9CGHCp77UOyy', '1W3FSF1BLpY3hlVIgvenLz']","2009-01-01",0.789,0.55,11,-7.423,0,0.0473,0.174,0,0.0614,0.696,172.049,4
"TiK ToK",2010,1,"Ke$ha",0.15,0.052,0.798,0.991,-0.7,108.7,4,506.7,29,66,474,86,"electronic/dance, pop","5PSba04SiAEUe3q6PyaTpQ",51,200187,0,"['Kesha']","['6LqNN22kT3074XbTVUrhzX']","2009-08-07",0.737,0.839,2,-2.028,0,0.17,0.103,0,0.319,0.718,120.042,4
"Timber",2014,11,"Pitbull",0.15,0.004,0.846,0.9956,0.9,99.23,4.4,465.3,23,43,399,60,"","2ape1XVdB0GmIow4LhWZeR",30,172227,0,"['Eddie Meduza']","['3cMEiDsx9VpGvF71hUGswS']","1985",0.505,0.939,6,-4.283,1,0.0952,0.527,0,0.129,0.937,181.39,4
"Time",1996,50,"Hootie and The Blowfish",0.161,0.127,0.712,0.6483,2.1,90.77,4.4,441.9,29,20,340,53,"","1sRCdHD8jdRyQ3tOCiBdQh",57,213614,0,"['Jungle']","['59oA5WbbQvomJz2BuRG071']","2014-07-14",0.693,0.694,5,-8.435,1,0.0453,0.191,0.000905,0.489,0.554,120.015,4
"Titanium",2012,24,"David Guetta",0.035,0.273,0.692,-0.9919,0.1,101.26,3.6,247.5,19,39,202,46,"electronic/dance, electronic/dance","7dpNv1EcetEjnD1bo3Rm8d",16,231735,0,"['Halldór Gunnar', 'Sverrir Bergmann']","['15mE2JovaBOHOVgd2rkLC2', '6vZQqLEETz3r5dQFKnatlp']","2012-01-01",0.656,0.162,6,-9.023,0,0.0398,0.73,1e-06,0.111,0.198,119.58,4
"To Be A Lover",1987,64,"Billy Idol",0.277,0.02,0.703,0.9986,1.7,91.78,4,508.5,42,13,397,74,"electronic/dance, rock","4nBzre6D0UrQFj1s8z45e1",47,232387,0,"['Billy Idol']","['7lzordPuZEXxwt9aoVZYmG']","1986-10-20",0.562,0.767,5,-8.025,1,0.0474,0.234,0.00817,0.0828,0.526,184.363,4
"To Be With You",1992,12,"Mr. Big",0.117,0.014,0.869,0.9867,0.5,105.66,5.2,370.8,15,17,332,41,"","1iewxUncPTUDgWZ90PGtrW",48,206973,0,"['Mr. Big']","['5OfhOoKunSnuubxxRML8J3']","2004-08-04",0.695,0.39,4,-8.66,1,0.0432,0.349,0,0.248,0.467,83.648,4
"To Love Somebody",1993,83,"Michael Bolton",0.326,0.038,0.636,0.9977,0.9,99.23,4.4,276.3,8,11,223,35,"pop, rock","0mbS3VwRbO6HVBMPXnzOGA",69,182000,0,"['Bee Gees']","['1LZEQNv7sE11VDY3SdxQeN']","1967-07-14",0.423,0.384,9,-12.503,1,0.0315,0.729,4.11e-06,0.27,0.521,90.43,4
"Today Was A Fairytale",2010,84,"Taylor Swift",0.13,0.026,0.844,0.9875,1.7,91.78,4,437.4,20,44,344,62,"country, pop","4pFvEWbjBpPUdYRQly0THs",57,242480,0,"['Taylor Swift']","['06HL4z0CvFAxyc27GXpf02']","2011-02-15",0.491,0.703,7,-4.5,1,0.0319,0.0307,5.72e-06,0.167,0.344,157.988,4
"Together Forever",1988,44,"Rick Astley",0.176,0,0.824,0.9922,2.1,90.77,4.4,364.5,15,33,279,46,"pop","3i5I73PdqEg4rIs7XWFtEX",31,314640,0,"['Shai']","['72y3ZI95ctkQC2O4mjBaU3']","1992-01-01",0.291,0.129,11,-15.997,1,0.0301,0.968,7.27e-05,0.194,0.189,87.685,4
